Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year
13,NJN,Pearl Washington,Syracuse,3,194,4044,1660,370,733,.452,.184,.746,20.8,8.6,1.9,3.8,1.9,.023,-1.7,0.3,1986
14,POR,Walter Berry,St. John's,3,205,4863,2882,971,292,.539,.200,.638,23.7,14.1,4.7,1.4,8.2,.081,-1.0,1.2,1986
15,UTA,Dell Curry,Virginia Tech,16,1083,23549,12670,2617,1909,.457,.402,.843,21.7,11.7,2.4,1.8,41.5,.085,0.9,17.1,1986
16,DEN,Maurice Martin,Saint Joseph's,2,69,422,204,65,49,.378,.211,.598,6.1,3.0,0.9,0.7,-0.3,-.033,-6.0,-0.4,1986
17,SAC,Harold Pressley,Villanova,4,299,6802,2702,1339,628,.437,.358,.778,22.7,9.0,4.5,2.1,10.0,.070,0.3,4.0,1986
18,DEN,Mark Alarie,Duke,5,325,5500,2432,1120,363,.475,.252,.775,16.9,7.5,3.4,1.1,8.4,.073,-2.3,-0.5,1986
19,ATL,Billy Thompson,Louisville,6,300,6697,2566,1615,514,.505,.154,.674,22.3,8.6,5.4,1.7,9.6,.069,-1.3,1.2,1986
20,HOU,Buck Johnson,Alabama,7,505,11849,4617,1760,856,.488,.113,.738,23.5,9.1,3.5,1.7,20.8,.084,-1.4,1.7,1986
21,WSB,Anthony Jones,UNLV,3,164,1704,594,214,119,.393,.306,.740,10.4,3.6,1.3,0.7,0.8,.022,-2.8,-0.3,1986
22,MIL,Scott Skiles,Michigan State,10,600,16789,6652,1526,3881,.435,.379,.889,28.0,11.1,2.5,6.5,30.4,.087,-0.4,6.7,1986
25,DAL,Mark Price,Georgia Tech,12,722,21560,10989,1848,4863,.472,.402,.904,29.9,15.2,2.6,6.7,71.1,.158,3.7,31.1,1986
26,IND,Greg Dreiling,Kansas,10,474,4241,1014,1018,186,.467,.333,.649,8.9,2.1,2.1,0.4,4.0,.045,-5.3,-3.5,1986
27,DET,Dennis Rodman,Southeastern Oklahoma State University,14,911,28839,6683,11954,1600,.521,.231,.584,31.7,7.3,13.1,1.8,89.8,.150,0.9,21.0,1986
28,CHI,Larry Krystkowiak,Montana,9,420,9097,3425,2051,513,.457,.139,.795,21.7,8.2,4.9,1.2,15.6,.082,-2.7,-1.6,1986
29,CLE,Johnny Newman,Richmond,16,1159,28435,12740,2536,1688,.461,.336,.810,24.5,11.0,2.2,1.5,50.3,.085,-1.6,2.9,1986
30,SEA,Nate McMillan,NC State,12,796,20462,4733,3222,4893,.443,.343,.650,25.7,5.9,4.0,6.1,50.2,.118,3.3,27.2,1986
1,SAS,David Robinson,United States Naval Academy,14,987,34271,20790,10497,2441,.518,.250,.736,34.7,21.1,10.6,2.5,178.7,.250,7.5,81.9,1987
2,PHO,Armen Gilliam,UNLV,13,929,26421,12700,6401,1088,.489,.000,.776,28.4,13.7,6.9,1.2,58.1,.106,-0.7,8.8,1987
3,NJN,Dennis Hopson,Ohio State,5,334,7509,3633,939,539,.431,.271,.765,22.5,10.9,2.8,1.6,7.1,.046,-1.7,0.7,1987
4,LAC,Reggie Williams,Georgetown,10,599,16013,7508,2393,1492,.437,.298,.784,26.7,12.5,4.0,2.5,26.0,.078,0.2,9.0,1987
5,SEA,Scottie Pippen,University of Central Arkansas,17,1178,41069,18940,7494,6135,.473,.326,.704,34.9,16.1,6.4,5.2,125.1,.146,4.1,63.2,1987
6,SAC,Kenny Smith,UNC,10,737,22213,9397,1454,4073,.480,.399,.829,30.1,12.8,2.0,5.5,46.8,.101,0.0,11.2,1987
7,CLE,Kevin Johnson,California,12,735,25061,13127,2404,6711,.493,.305,.841,34.1,17.9,3.3,9.1,92.8,.178,3.9,37.3,1987
8,CHI,Olden Polynice,Virginia,15,1058,24884,8265,7110,744,.505,.192,.535,23.5,7.8,6.7,0.7,46.8,.090,-2.3,-1.8,1987
9,SEA,Derrick McKey,Alabama,15,937,27229,10266,4387,2254,.486,.316,.779,29.1,11.0,4.7,2.4,61.8,.109,1.0,20.4,1987
10,CHI,Horace Grant,Clemson,17,1165,38621,12996,9443,2575,.509,.063,.692,33.2,11.2,8.1,2.2,118.2,.147,1.4,33.0,1987
11,IND,Reggie Miller,UCLA,18,1389,47619,25279,4182,4141,.471,.395,.888,34.3,18.2,3.0,3.0,174.4,.176,3.5,66.1,1987
12,WSB,Muggsy Bogues,Wake Forest,14,889,25429,6858,2318,6726,.458,.278,.827,28.6,7.7,2.6,7.6,54.0,.102,0.8,17.9,1987
13,LAC,Joe Wolf,UNC,11,592,9636,2485,1933,596,.423,.164,.770,16.3,4.2,3.3,1.0,3.5,.017,-4.8,-6.7,1987
14,GSW,Tellis Frank,Western Kentucky,5,264,4703,1710,1022,276,.439,.000,.741,17.8,6.5,3.9,1.0,4.0,.041,-4.1,-2.5,1987
15,UTA,José Ortiz,Oregon State,2,64,391,183,73,18,.443,.333,.596,6.1,2.9,1.1,0.3,0.0,.002,-6.4,-0.4,1987
16,PHI,Chris Welp,Washington,3,109,1173,359,265,43,.446,.000,.681,10.8,3.3,2.4,0.4,1.0,.042,-5.0,-0.9,1987
17,POR,Ronnie Murphy,Jacksonville University,1,18,89,36,11,6,.286,.250,.636,4.9,2.0,0.6,0.3,-0.2,-.130,-11.5,-0.2,1987
18,NYK,Mark Jackson,St. John's,17,1296,39121,12489,4963,10334,.447,.332,.770,30.2,9.6,3.8,8.0,91.8,.113,1.8,37.5,1987
19,LAC,Ken Norman,Illinois,10,646,18992,8717,3949,1355,.486,.312,.567,29.4,13.5,6.1,2.1,27.1,.069,-1.0,4.9,1987
20,DAL,Jim Farmer,Alabama,5,136,1454,715,186,111,.428,.282,.730,10.7,5.3,1.4,0.8,0.7,.024,-4.3,-0.8,1987
21,ATL,Dallas Comegys,DePaul,2,142,2241,856,452,95,.457,.000,.682,15.8,6.0,3.2,0.7,1.1,.024,-3.6,-0.9,1987
22,BOS,Reggie Lewis,Northeastern University,6,450,14676,7902,1938,1153,.488,.200,.824,32.6,17.6,4.3,2.6,38.9,.127,1.4,12.4,1987
23,SAS,Greg Anderson,Houston,10,680,14040,4953,4246,385,.492,.087,.557,20.6,7.3,6.2,0.6,18.7,.064,-3.0,-3.7,1987
26,DAL,Steve Alford,Indiana,4,169,1641,744,144,176,.459,.324,.870,9.7,4.4,0.9,1.0,3.2,.093,-0.9,0.5,1987
27,SAS,Nate Blackwell,Temple,1,10,112,37,6,18,.366,.182,.833,11.2,3.7,0.6,1.8,-0.1,-.045,-7.2,-0.1,1987
28,CHI,Rickie Winslow,Houston,1,7,45,7,7,2,.231,.000,.500,6.4,1.0,1.0,0.3,-0.2,-.165,-14.8,-0.1,1987
1,LAC,Danny Manning,Kansas,15,883,24202,12367,4615,2063,.511,.206,.729,27.4,14.0,5.2,2.3,55.1,.109,1.0,18.4,1988
2,IND,Rik Smits,Marist College,12,867,23100,12871,5277,1215,.507,.115,.773,26.6,14.8,6.1,1.4,56.6,.118,-0.2,10.4,1988
3,PHI,Charles Smith,Pitt,9,564,16378,8107,3246,798,.475,.194,.774,29.0,14.4,5.8,1.4,40.9,.120,-0.1,8.1,1988
4,NJN,Chris Morris,Auburn,11,747,18748,8184,3544,1182,.441,.306,.739,25.1,11.0,4.7,1.6,37.4,.096,0.9,13.7,1988
5,GSW,Mitch Richmond,Kansas State,14,976,34309,20497,3801,3398,.455,.388,.850,35.2,21.0,3.9,3.5,79.3,.111,1.4,29.3,1988
6,LAC,Hersey Hawkins,Bradley,13,983,32034,14470,3554,2860,.461,.394,.870,32.6,14.7,3.6,2.9,90.6,.136,2.0,32.6,1988
7,PHO,Tim Perry,Temple,8,481,9436,3283,1911,436,.485,.318,.648,19.6,6.8,4.0,0.9,14.6,.074,-1.4,1.5,1988
8,CHH,Rex Chapman,Kentucky,12,666,19542,9731,1645,1798,.430,.350,.800,29.3,14.6,2.5,2.7,24.7,.061,-1.0,5.2,1988
9,MIA,Rony Seikaly,Syracuse,11,678,21395,9991,6424,860,.484,.188,.679,31.6,14.7,9.5,1.3,37.3,.084,-1.9,0.6,1988
10,SAS,Willie Anderson,Georgia,9,555,15974,6771,2082,2105,.471,.266,.786,28.8,12.2,3.8,3.8,27.9,.084,0.1,8.6,1988
11,CHI,Will Perdue,Vanderbilt,13,792,12360,3740,3918,595,.515,.067,.577,15.6,4.7,4.9,0.8,26.6,.103,-2.1,-0.2,1988
12,WSB,Harvey Grant,Oklahoma,11,783,20510,7781,3436,1219,.469,.267,.709,26.2,9.9,4.4,1.6,36.4,.085,-0.9,5.7,1988
13,MIL,Jeff Grayer,Iowa State,9,438,8277,3257,1294,635,.457,.255,.663,18.9,7.4,3.0,1.4,9.0,.052,-2.5,-1.1,1988
14,PHO,Dan Majerle,Central Michigan University,14,955,30206,10925,4265,2755,.431,.358,.741,31.6,11.4,4.5,2.9,78.5,.125,1.9,29.7,1988
15,SEA,Gary Grant,Michigan,13,552,12602,4368,1283,3013,.450,.278,.776,22.8,7.9,2.3,5.5,12.0,.046,-0.8,3.7,1988
16,HOU,Derrick Chievous,Missouri,3,154,2240,1086,364,110,.443,.242,.755,14.5,7.1,2.4,0.7,2.7,.057,-3.2,-0.7,1988
17,UTA,Eric Leckner,Wyoming,8,449,5448,1835,1418,211,.508,.000,.669,12.1,4.1,3.2,0.5,6.2,.054,-5.3,-4.6,1988
18,SAC,Ricky Berry,San Jose State,1,64,1406,706,197,80,.450,.406,.789,22.0,11.0,3.1,1.3,2.4,.083,-1.7,0.1,1988
19,NYK,Rod Strickland,DePaul,17,1094,33634,14463,4084,7987,.454,.282,.721,30.7,13.2,3.7,7.3,85.8,.122,2.3,36.6,1988
20,MIA,Kevin Edwards,DePaul,11,604,15332,6596,1653,1609,.423,.335,.803,25.4,10.9,2.7,2.7,12.5,.039,-1.1,3.3,1988
21,POR,Mark Bryant,Seton Hall,15,797,13479,4313,2992,491,.500,.083,.697,16.9,5.4,3.8,0.6,26.1,.093,-3.2,-4.0,1988
22,CLE,Randolph Keys,Southern Miss,5,241,3318,1262,551,192,.425,.272,.721,13.8,5.2,2.3,0.8,2.3,.034,-3.9,-1.6,1988
23,DEN,Jerome Lane,Pitt,5,218,3215,1154,1258,322,.441,.063,.379,14.7,5.3,5.8,1.5,2.3,.034,-3.6,-1.3,1988
24,BOS,Brian Shaw,UC Santa Barbara,14,943,21666,6547,3183,3918,.403,.304,.782,23.0,6.9,3.4,4.2,23.8,.053,-1.0,5.3,1988
25,LAL,David Rivers,Notre Dame,3,114,1286,383,147,282,.398,.083,.794,11.3,3.4,1.3,2.5,-0.3,-.010,-4.0,-0.7,1988
27,SAS,Shelton Jones,St. John's,1,51,682,244,113,42,.445,.000,.725,13.4,4.8,2.2,0.8,0.3,.022,-3.3,-0.2,1988
28,PHO,Andrew Lang,Arkansas,12,737,15344,4431,3511,424,.470,.250,.744,20.8,6.0,4.8,0.6,28.6,.089,-1.8,0.7,1988
29,SAC,Vinny Del Negro,NC State,12,771,19211,7038,1810,2484,.475,.359,.840,24.9,9.1,2.3,3.2,40.6,.101,-0.7,6.1,1988
30,DET,Fennis Dembo,Wyoming,1,31,74,36,23,5,.333,.000,.800,2.4,1.2,0.7,0.2,-0.1,-.037,-10.8,-0.2,1988
1,SAC,Pervis Ellison,Louisville,11,474,11593,4494,3170,691,.510,.050,.689,24.5,9.5,6.7,1.5,21.8,.090,-0.5,4.4,1989
2,LAC,Danny Ferry,Duke,13,917,18133,6439,2550,1185,.446,.393,.840,19.8,7.0,2.8,1.3,34.8,.092,-0.9,4.9,1989
3,SAS,Sean Elliott,Arizona,12,742,24502,10544,3204,1897,.465,.375,.799,33.0,14.2,4.3,2.6,55.7,.109,0.2,13.5,1989
4,MIA,Glen Rice,Michigan,15,1000,34985,18336,4387,2097,.456,.400,.846,35.0,18.3,4.4,2.1,88.7,.122,0.8,24.9,1989
5,CHH,J.R. Reid,UNC,11,672,15370,5680,3381,639,.472,.135,.716,22.9,8.5,5.0,1.0,22.5,.070,-2.9,-3.7,1989
6,CHI,Stacey King,Oklahoma,8,438,7406,2819,1460,387,.478,.235,.707,16.9,6.4,3.3,0.9,10.9,.071,-3.4,-2.7,1989
7,IND,George McCloud,Florida State,12,766,17429,6925,2342,1769,.402,.358,.810,22.8,9.0,3.1,2.3,24.6,.068,-0.8,5.3,1989
8,DAL,Randy White,Louisiana Tech,5,281,5382,2083,1366,175,.401,.193,.707,19.2,7.4,4.9,0.6,1.9,.017,-5.0,-4.0,1989
9,WSB,Tom Hammonds,Georgia Tech,12,687,10419,3617,2243,378,.480,.000,.691,15.2,5.3,3.3,0.6,14.7,.068,-3.8,-4.7,1989
10,MIN,Pooh Richardson,UCLA,10,639,19399,7083,1807,4180,.444,.329,.652,30.4,11.1,2.8,6.5,26.7,.066,0.2,10.5,1989
11,ORL,Nick Anderson,Illinois,13,800,24922,11529,4064,2087,.446,.356,.667,31.2,14.4,5.1,2.6,55.3,.106,1.9,24.7,1989
12,NJN,Mookie Blaylock,Oklahoma,13,889,31026,11962,3659,5972,.409,.336,.736,34.9,13.5,4.1,6.7,71.8,.111,3.0,39.2,1989
13,BOS,Michael Smith,BYU,3,141,1328,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-3.6,-0.5,1989
14,GSW,Tim Hardaway,Texas-El Paso,13,867,30626,15373,2855,7095,.431,.355,.782,35.3,17.7,3.3,8.2,85.0,.133,3.1,39.6,1989
15,DEN,Todd Lichti,Stanford,5,237,4240,1870,505,325,.460,.244,.789,17.9,7.9,2.1,1.4,5.6,.063,-2.5,-0.5,1989
16,SEA,Dana Barros,Boston College,14,850,19480,8901,1609,2837,.460,.411,.858,22.9,10.5,1.9,3.3,49.6,.122,1.7,18.1,1989
17,SEA,Shawn Kemp,Trinity Valley CC,14,1051,29293,15347,8834,1704,.488,.277,.741,27.9,14.6,8.4,1.6,89.5,.147,0.6,19.4,1989
18,CHI,B.J. Armstrong,Iowa,11,747,17790,7320,1321,2479,.477,.425,.856,23.8,9.8,1.8,3.3,45.0,.121,-0.2,8.1,1989
19,PHI,Kenny Payne,Louisville,4,144,1167,508,170,61,.410,.293,.859,8.1,3.5,1.2,0.4,-0.1,-.005,-4.9,-0.9,1989
21,UTA,Blue Edwards,East Carolina University,10,704,18409,7585,2376,1409,.475,.335,.779,26.1,10.8,3.4,2.0,24.2,.063,-1.6,1.9,1989
22,POR,Byron Irvin,Missouri,3,87,849,451,123,73,.471,.350,.722,9.8,5.2,1.4,0.8,2.1,.121,0.6,0.6,1989
23,ATL,Roy Marble,Iowa,2,29,194,55,32,12,.257,.000,.594,6.7,1.9,1.1,0.4,-0.5,-.122,-8.8,-0.3,1989
24,PHO,Anthony Cook,Arizona,4,116,1499,418,428,34,.439,.000,.524,12.9,3.6,3.7,0.3,1.0,.033,-3.7,-0.7,1989
25,CLE,John Morton,Seton Hall,3,128,1879,609,161,342,.386,.224,.787,14.7,4.8,1.3,2.7,0.5,.013,-3.0,-0.5,1989
27,DET,Kenny Battle,Illinois,4,134,1795,627,327,106,.504,.133,.725,13.4,4.7,2.4,0.8,3.7,.098,-0.4,0.7,1989
28,MIA,Sherman Douglas,Syracuse,12,765,21148,8425,1672,4536,.484,.267,.678,27.6,11.0,2.2,5.9,32.9,.075,-0.3,9.2,1989
30,MIL,Frank Kornet,Vanderbilt,2,89,595,171,95,30,.369,.263,.596,6.7,1.9,1.1,0.3,0.0,-.004,-6.2,-0.6,1989
1,NJN,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,.447,.295,.769,33.2,16.5,9.3,2.5,64.3,.119,1.4,22.3,1990
2,SEA,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,.466,.317,.729,35.3,16.3,3.9,6.7,145.5,.148,3.3,62.5,1990
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,.442,.354,.905,26.7,14.6,1.9,3.5,25.2,.077,-0.8,4.5,1990
4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,.417,.397,.793,28.6,12.9,2.8,2.1,33.4,.089,0.2,9.9,1990
5,CHH,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,.434,.300,.754,30.5,13.4,4.1,3.0,47.8,.078,0.1,15.8,1990
6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,.484,.000,.658,19.2,5.2,5.4,0.3,20.9,.081,-4.3,-7.0,1990
7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,.433,.305,.771,29.7,12.8,6.2,3.3,16.9,.060,0.0,6.7,1990
8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,.386,.291,.728,12.7,5.5,1.5,0.9,0.1,.004,-5.7,-1.2,1990
9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,.424,.345,.786,21.1,10.3,2.9,1.2,9.1,.065,-2.5,-0.9,1990
10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,.432,.344,.611,18.1,7.6,1.8,3.5,5.2,.041,-1.5,0.8,1990
11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,.502,.000,.643,28.0,9.4,8.6,0.8,56.2,.120,-1.9,0.8,1990
12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,.426,.417,.744,14.0,5.2,3.6,0.4,2.0,.033,-5.9,-2.8,1990
13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,.504,.244,.718,24.7,10.1,7.1,0.9,35.8,.101,-1.5,2.2,1990
14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,.410,.362,.749,25.8,11.1,2.0,2.8,2.4,.039,-2.6,-0.5,1990
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,.392,.277,.860,6.6,3.4,0.9,0.7,0.2,.018,-3.9,-0.3,1990
16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,.457,.384,.781,24.2,10.6,5.4,1.3,33.3,.097,-0.6,5.9,1990
17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,.449,.000,.648,10.6,4.0,2.5,0.6,1.7,.043,-4.1,-1.0,1990
18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,.507,.286,.618,17.4,4.9,4.2,0.4,15.8,.081,-2.3,-0.7,1990
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,.436,.357,.825,27.7,11.1,2.6,3.7,33.4,.095,0.8,11.6,1990
20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,.433,.236,.643,16.7,7.7,2.5,1.5,1.8,.025,-1.9,0.1,1990
21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,.440,.125,.606,20.6,7.3,7.5,0.6,20.0,.098,-2.8,-2.1,1990
22,NJN,Tate George,UConn,4,177,2019,736,180,325,.414,.071,.820,11.4,4.2,1.0,1.8,1.3,.032,-3.5,-0.8,1990
23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,.468,.125,.590,23.2,6.9,5.4,1.4,10.8,.070,-2.0,0.1,1990
24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,.404,.125,.638,9.0,2.7,2.5,0.4,1.0,.024,-5.0,-1.5,1990
25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,.502,.000,.701,12.5,5.7,3.3,0.3,4.8,.072,-3.8,-1.5,1990
26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,.436,.253,.667,7.4,2.0,0.8,0.8,0.7,.031,-3.2,-0.3,1990
27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,.460,.054,.699,24.7,10.3,5.9,1.1,62.8,.117,-0.5,9.5,1990
28,GSW,Les Jepsen,Iowa,2,52,192,53,67,2,.333,.000,.650,3.7,1.0,1.3,0.0,0.1,.031,-8.0,-0.3,1990
30,MIA,Carl Herrera,Houston,8,465,8042,2481,1690,261,.476,.143,.643,17.3,5.3,3.6,0.6,9.0,.054,-3.7,-3.4,1990
1,CHH,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,.484,.332,.766,36.3,16.2,7.5,3.3,69.7,.130,1.4,22.0,1991
2,NJN,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,.421,.346,.790,30.1,12.6,3.1,6.1,62.5,.116,1.4,21.9,1991
3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,.481,.291,.629,29.4,11.7,6.7,2.8,28.6,.078,-0.2,7.8,1991
4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,.518,.000,.684,30.8,9.8,10.3,1.0,117.0,.153,1.7,33.9,1991
5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,.440,.358,.845,30.6,14.3,3.2,3.1,83.7,.139,1.4,24.6,1991
6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,.425,.083,.773,19.7,8.0,4.2,1.4,3.0,.024,-3.6,-2.4,1991
7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,.462,.000,.760,21.2,7.2,4.9,1.5,17.5,.070,-2.6,-1.9,1991
8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,.384,.270,.735,20.0,6.7,1.9,1.7,0.1,.001,-3.7,-2.2,1991
9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,.469,.152,.728,21.6,8.0,3.2,1.6,43.8,.097,-0.2,9.8,1991
10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,.528,.143,.691,24.2,11.0,6.2,1.1,22.8,.109,-0.6,3.4,1991
11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,.448,.355,.873,29.8,13.8,3.0,6.1,65.9,.147,3.6,30.3,1991
12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,.403,.349,.733,20.9,7.3,1.9,4.0,35.9,.109,1.3,13.3,1991
13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,.530,.000,.562,27.1,8.0,7.9,0.9,86.9,.141,0.5,18.4,1991
14,SEA,Rich King,Nebraska,4,72,309,135,74,21,.393,.000,.662,4.3,1.9,1.0,0.3,0.2,.036,-6.9,-0.4,1991
15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,.403,.000,.686,19.1,5.6,4.5,0.8,0.3,.002,-5.7,-6.4,1991
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,.513,.249,.660,19.7,10.3,5.3,0.7,32.1,.112,-1.1,3.2,1991
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,.518,.286,.634,20.1,8.9,4.8,0.9,8.8,.073,-2.2,-0.3,1991
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,.401,.200,.859,8.2,3.3,1.1,0.4,-0.1,-.004,-5.9,-1.0,1991
19,WSB,LaBradford Smith,Louisville,3,183,3131,1218,271,394,.432,.298,.813,17.1,6.7,1.5,2.2,1.5,.024,-3.6,-1.2,1991
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,.438,.343,.786,23.4,10.1,2.5,4.9,25.6,.103,2.0,12.1,1991
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,.499,.000,.514,19.6,8.5,5.2,0.6,8.1,.066,-3.4,-2.0,1991
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,.450,.349,.770,25.5,9.6,3.8,2.8,44.7,.090,0.0,11.7,1991
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,.443,.154,.722,7.0,2.6,1.3,0.4,1.0,.054,-3.3,-0.3,1991
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,.441,.381,.696,14.4,4.3,3.3,0.8,10.6,.060,-1.8,0.3,1991
28,CHH,Kevin Lynch,Minnesota,2,95,1143,310,120,108,.436,.333,.726,12.0,3.3,1.3,1.1,0.4,.016,-4.4,-0.7,1991
30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,.368,.222,.826,8.2,3.4,0.9,0.7,-0.2,-.035,-5.3,-0.3,1991
1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,.582,.045,.527,34.7,23.7,10.9,2.5,181.7,.208,5.1,75.5,1992
2,CHH,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,.527,.247,.692,31.0,17.1,8.5,1.1,89.7,.166,2.2,27.4,1992
3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,.480,.261,.820,29.7,12.8,6.7,2.6,64.9,.121,1.0,19.5,1992
4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,.428,.365,.825,32.8,14.3,4.7,3.2,35.8,.059,-0.9,8.2,1992
5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,.452,.302,.730,28.2,11.9,6.5,1.6,32.8,.089,-1.0,4.6,1992
6,WSB,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,.451,.284,.757,30.9,13.0,7.3,2.8,40.2,.082,0.6,15.3,1992
7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,.425,.379,.743,26.6,11.8,3.9,2.3,33.9,.087,0.5,11.8,1992
8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,.406,.345,.739,25.3,12.3,3.4,1.5,17.5,.069,-0.9,3.4,1992
9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,.471,.196,.743,30.3,11.5,7.5,1.5,58.4,.101,-0.3,11.8,1992
10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,.502,.071,.714,16.7,5.0,4.1,0.7,24.9,.116,-1.3,1.7,1992
11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,.425,.341,.726,24.5,7.0,4.8,2.1,66.3,.118,1.9,26.4,1992
12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,.460,.311,.785,18.7,9.0,2.2,1.2,4.2,.053,-3.0,-0.9,1992
13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,.424,.329,.841,28.0,10.1,3.4,2.0,29.5,.086,-0.8,4.9,1992
14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,.426,.292,.809,23.8,10.1,3.2,1.7,17.1,.070,-1.2,2.2,1992
15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,.427,.384,.799,24.7,9.7,2.6,2.4,30.7,.072,-0.7,6.6,1992
16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,.340,.305,.683,7.2,2.4,0.6,1.7,0.6,.026,-1.5,0.1,1992
17,SEA,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,.426,.354,.821,31.5,11.2,4.1,3.6,55.7,.102,1.1,20.7,1992
18,SAS,Tracy Murray,UCLA,12,659,12103,5943,1649,508,.430,.388,.829,18.4,9.0,2.5,0.8,24.1,.096,-0.1,5.8,1992
19,DET,Don MacLean,UCLA,9,319,6679,3490,1210,404,.455,.284,.765,20.9,10.9,3.8,1.3,9.4,.067,-2.5,-0.9,1992
20,NYK,Hubert Davis,UNC,12,685,15143,5583,1045,1172,.458,.441,.837,22.1,8.2,1.5,1.7,27.7,.088,-0.9,4.2,1992
21,BOS,Jon Barry,Georgia Tech,14,821,13880,4715,1513,1784,.434,.392,.848,16.9,5.7,1.8,2.2,37.2,.129,1.8,13.4,1992
22,PHO,Oliver Miller,Arkansas,9,493,11338,3625,2893,1061,.534,.116,.639,23.0,7.4,5.9,2.2,21.1,.089,0.6,7.4,1992
23,MIL,Lee Mayberry,Arkansas,7,496,10337,2546,642,1767,.415,.377,.659,20.8,5.1,1.3,3.6,7.9,.036,-2.9,-2.3,1992
