Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year
28,SAS,Gene Banks,Duke,6,468,13074,5305,2718,1335,.539,.043,.730,27.9,11.3,5.8,2.9,31.2,.115,0.7,8.7,1981
29,KCK,Eddie Johnson,Illinois,17,1199,32604,19202,4832,2550,.472,.335,.840,27.2,16.0,4.0,2.1,65.6,.097,-0.7,11.0,1981
30,SAS,Ed Rains,University of South Alabama,2,83,929,287,124,62,.423,.000,.626,11.2,3.5,1.5,0.7,0.7,.034,-3.9,-0.5,1981
1,LAL,James Worthy,UNC,12,926,30001,16320,4708,2791,.521,.241,.769,32.4,17.6,5.1,3.0,81.2,.130,1.9,29.2,1982
2,SDC,Terry Cummings,DePaul,18,1183,33898,19460,8630,2190,.484,.295,.706,28.7,16.4,7.3,1.9,91.1,.129,0.6,22.5,1982
3,UTA,Dominique Wilkins,Georgia,15,1074,38113,26668,7169,2677,.461,.319,.811,35.5,24.8,6.7,2.5,117.5,.148,3.3,50.6,1982
4,DAL,Bill Garnett,Wyoming,4,300,5260,1638,1298,393,.490,.000,.720,17.5,5.5,4.3,1.3,10.8,.099,-0.8,1.6,1982
5,KCK,LaSalle Thompson,Texas,15,985,21238,7806,6689,1139,.492,.154,.737,21.6,7.9,6.8,1.2,35.0,.079,-1.5,2.7,1982
6,NYK,Trent Tucker,Minnesota,11,756,15671,6236,1520,1532,.461,.408,.754,20.7,8.2,2.0,2.0,34.3,.105,0.6,10.2,1982
7,CHI,Quintin Dailey,San Francisco,10,528,12170,7470,1307,1188,.454,.158,.779,23.0,14.1,2.5,2.3,12.7,.050,-1.9,0.3,1982
8,IND,Clark Kellogg,Ohio State,5,260,8514,4918,2482,764,.497,.338,.757,32.7,18.9,9.5,2.9,20.9,.118,1.4,7.3,1982
9,DET,Cliff Levingston,Wichita State,11,830,16962,5888,4307,752,.516,.152,.676,20.4,7.1,5.2,0.9,44.2,.125,-0.2,7.6,1982
10,ATL,Keith Edmonson,Purdue,2,87,931,522,127,56,.448,.000,.719,10.7,6.0,1.5,0.6,0.4,.022,-3.6,-0.4,1982
11,POR,Fat Lever,Arizona State,11,752,23814,10433,4523,4696,.447,.310,.771,31.7,13.9,6.0,6.2,61.2,.123,3.3,32.1,1982
12,CLE,John Bagley,Boston College,11,665,17120,5802,1729,3980,.437,.241,.779,25.7,8.7,2.6,6.0,16.6,.047,-0.9,4.5,1982
13,NJN,Sleepy Floyd,Georgetown,13,957,26383,12260,2494,5175,.444,.324,.815,27.6,12.8,2.6,5.4,50.6,.092,0.5,16.6,1982
14,GSW,Lester Conner,Oregon State,12,687,14970,4337,1861,2669,.453,.202,.753,21.8,6.3,2.7,3.9,28.6,.092,1.0,11.3,1982
15,PHO,David Thirdkill,Bradley,5,179,1469,510,209,84,.457,.091,.565,8.2,2.8,1.2,0.5,1.3,.042,-4.9,-1.1,1982
16,HOU,Terry Teagle,Baylor,11,687,14509,7982,1803,956,.465,.210,.792,21.1,11.6,2.6,1.4,13.4,.044,-2.9,-3.2,1982
17,KCK,Brook Steppe,Georgia Tech,5,238,2858,1297,345,280,.469,.310,.820,12.0,5.4,1.4,1.2,4.6,.078,-1.8,0.2,1982
18,DET,Ricky Pierce,Rice University,16,969,23665,14467,2296,1826,.493,.322,.875,24.4,14.9,2.4,1.9,72.2,.146,1.1,18.6,1982
19,DEN,Rob Williams,Houston,2,153,3367,1319,330,825,.439,.274,.789,22.0,8.6,2.2,5.4,2.1,.030,-3.1,-0.9,1982
20,MIL,Paul Pressey,Tulsa,11,724,19659,7664,2798,3715,.485,.222,.749,27.2,10.6,3.9,5.1,49.0,.120,2.6,22.8,1982
21,NJN,Eddie Phillips,Alabama,1,48,416,152,77,29,.406,.000,.678,8.7,3.2,1.6,0.6,0.1,.011,-4.7,-0.3,1982
23,BOS,Darren Tillis,Cleveland State University,2,124,1256,425,314,42,.423,.000,.626,10.1,3.4,2.5,0.3,0.9,.036,-4.4,-0.8,1982
24,SAS,Oliver Robinson,UAB,1,35,147,101,17,21,.361,.091,.667,4.2,2.9,0.5,0.6,0.1,.018,-5.0,-0.1,1982
25,WSB,Bryan Warrick,Saint Joseph's,4,169,2379,677,218,437,.443,.208,.747,14.1,4.0,1.3,2.6,1.6,.033,-3.3,-0.8,1982
27,MIL,Fred Roberts,BYU,13,818,14703,5962,2308,977,.502,.325,.796,18.0,7.3,2.8,1.2,26.2,.086,-1.6,1.5,1982
28,CLE,Dave Magley,Kansas,1,14,56,12,10,2,.250,.000,.500,4.0,0.9,0.7,0.1,-0.1,-.066,-5.0,-0.1,1982
29,NYK,Scott Hastings,Arkansas,11,578,5985,1647,1287,284,.441,.292,.811,10.4,2.8,2.2,0.5,9.8,.079,-2.8,-1.2,1982
1,HOU,Ralph Sampson,Virginia,9,456,13591,7039,4011,1038,.486,.172,.661,29.8,15.4,8.8,2.3,20.1,.071,-0.6,5.0,1983
2,IND,Steve Stipanovich,Missouri,5,403,12591,5323,3131,938,.484,.179,.796,31.2,13.2,7.8,2.3,30.4,.116,0.6,8.4,1983
3,HOU,Rodney McCray,Louisville,10,768,24876,9014,5087,2750,.503,.260,.761,32.4,11.7,6.6,3.6,56.0,.108,1.0,19.1,1983
4,SDC,Byron Scott,Arizona State,14,1073,30152,15097,2987,2729,.482,.370,.833,28.1,14.1,2.8,2.5,75.2,.120,0.8,21.0,1983
5,CHI,Sidney Green,UNLV,10,679,13247,5080,4128,635,.454,.037,.738,19.5,7.5,6.1,0.9,17.4,.063,-3.2,-3.9,1983
7,UTA,Thurl Bailey,NC State,12,928,24873,11834,4718,1298,.473,.114,.812,26.8,12.8,5.1,1.4,45.0,.087,-0.9,6.9,1983
8,DET,Antoine Carr,Wichita State,16,987,19780,9176,3384,1086,.503,.130,.780,20.0,9.3,3.4,1.1,42.1,.102,-1.2,4.1,1983
9,DAL,Dale Ellis,Tennessee,17,1209,34778,19004,4201,1746,.479,.403,.784,28.8,15.7,3.5,1.4,84.7,.117,0.6,22.9,1983
10,WSB,Jeff Malone,Mississippi State,13,905,29660,17231,2364,2154,.484,.268,.871,32.8,19.0,2.6,2.4,54.2,.088,-1.5,4.0,1983
11,DAL,Derek Harper,Illinois,16,1199,37786,16006,2884,6577,.463,.354,.745,31.5,13.3,2.4,5.5,86.8,.110,1.8,35.7,1983
12,NYK,Darrell Walker,Arkansas,10,720,18601,6389,3134,3276,.435,.059,.713,25.8,8.9,4.4,4.6,27.4,.071,0.8,13.0,1983
13,KCK,Ennis Whatley,Alabama,10,385,7108,2150,679,1754,.468,.097,.755,18.5,5.6,1.8,4.6,9.6,.065,-0.9,2.0,1983
14,POR,Clyde Drexler,Houston,15,1086,37537,22195,6677,6125,.472,.318,.788,34.6,20.4,6.1,5.6,135.6,.173,5.4,70.2,1983
15,DEN,Howard Carter,LSU,2,66,754,351,89,75,.440,.227,.774,11.4,5.3,1.3,1.1,0.0,-.002,-5.0,-0.6,1983
16,SEA,Jon Sundvold,Missouri,9,502,8811,3886,554,1469,.452,.392,.849,17.6,7.7,1.1,2.9,8.9,.048,-2.4,-0.9,1983
18,MIL,Randy Breuer,Minnesota,11,681,12499,4599,2986,616,.467,.000,.628,18.4,6.8,4.4,0.9,20.9,.080,-1.3,2.3,1983
19,SAS,John Paxson,Notre Dame,11,772,17257,5560,906,2758,.499,.355,.804,22.4,7.2,1.2,3.6,36.3,.101,-1.3,3.0,1983
20,CLE,Roy Hinson,Rutgers University,8,507,15543,7206,3452,495,.499,.000,.741,30.7,14.2,6.8,1.0,30.2,.093,-1.1,3.4,1983
21,BOS,Greg Kite,BYU,12,680,10080,1717,2607,345,.438,.167,.486,14.8,2.5,3.8,0.5,5.6,.027,-4.6,-6.7,1983
22,WSB,Randy Wittman,Indiana,9,543,11594,4034,760,1201,.501,.321,.753,21.4,7.4,1.4,2.2,17.2,.071,-1.3,2.1,1983
23,IND,Mitchell Wiggins,Florida State,6,389,8105,3877,1235,609,.460,.192,.755,20.8,10.0,3.2,1.6,15.2,.090,-1.2,1.6,1983
24,CLE,Stewart Granger,Villanova,3,80,996,316,78,173,.414,.235,.742,12.5,4.0,1.0,2.2,-0.1,-.005,-4.7,-0.7,1983
25,CHI,Sidney Lowe,NC State,4,193,3422,562,335,749,.367,.133,.764,17.7,2.9,1.7,3.9,3.9,.055,-1.6,0.3,1983
26,IND,Leroy Combs,Oklahoma State,1,48,446,218,56,38,.497,.000,.615,9.3,4.5,1.2,0.8,0.4,.041,-0.8,0.1,1983
28,PHO,Rod Foster,UCLA,3,207,3446,1562,258,479,.440,.298,.768,16.6,7.5,1.2,2.3,2.2,.031,-3.3,-1.1,1983
29,CHI,Larry Micheaux,Houston,2,96,897,330,256,49,.567,.000,.610,9.3,3.4,2.7,0.5,2.5,.134,0.4,0.6,1983
30,DAL,Mark West,Old Dominion,17,1090,20213,6259,5347,428,.580,.000,.568,18.5,5.7,4.9,0.4,41.9,.100,-1.8,1.1,1983
1,HOU,Hakeem Olajuwon,Houston,18,1238,44222,26946,13748,3058,.512,.202,.712,35.7,21.8,11.1,2.5,162.8,.177,4.6,74.2,1984
2,POR,Sam Bowie,Kentucky,10,511,14098,5564,3845,1075,.452,.302,.748,27.6,10.9,7.5,2.1,26.9,.091,-0.3,6.2,1984
3,CHI,Michael Jordan,UNC,15,1072,41011,32292,6672,5633,.497,.327,.835,38.3,30.1,6.2,5.3,214.0,.250,9.2,116.1,1984
4,DAL,Sam Perkins,UNC,17,1286,36598,15324,7666,1975,.459,.362,.811,28.5,11.9,6.0,1.5,105.4,.138,1.2,29.1,1984
5,PHI,Charles Barkley,Auburn,16,1073,39330,23757,12546,4215,.541,.266,.735,36.7,22.1,11.7,3.9,177.2,.216,6.1,80.5,1984
6,WSB,Melvin Turpin,Kentucky,5,361,6871,3071,1655,183,.516,.111,.777,19.0,8.5,4.6,0.5,13.7,.096,-1.3,1.2,1984
7,SAS,Alvin Robertson,Arkansas,10,779,24669,10882,4066,3929,.477,.295,.743,31.7,14.0,5.2,5.0,52.1,.101,2.6,28.3,1984
8,LAC,Lancaster Gordon,Louisville,4,201,2581,1125,259,294,.391,.271,.767,12.8,5.6,1.3,1.5,-2.7,-.050,-5.4,-2.2,1984
9,KCK,Otis Thorpe,Providence,17,1257,39822,17600,10370,2730,.546,.047,.687,31.7,14.0,8.2,2.2,106.4,.128,-0.1,19.1,1984
10,PHI,Leon Wood,Cal State Fullerton,6,274,4531,1742,316,867,.392,.326,.792,16.5,6.4,1.2,3.2,6.7,.071,-1.2,0.9,1984
11,ATL,Kevin Willis,Michigan State,21,1424,38362,17253,11901,1328,.487,.211,.713,26.9,12.1,8.4,0.9,81.8,.102,-2.1,-1.0,1984
12,CLE,Tim McCormick,Michigan,8,483,10390,4030,2366,491,.535,.063,.703,21.5,8.3,4.9,1.0,21.5,.099,-2.0,0.0,1984
13,PHO,Jay Humphries,Colorado,11,788,23062,8772,2003,4339,.476,.297,.782,29.3,11.1,2.5,5.5,45.0,.094,-0.1,11.0,1984
14,LAC,Michael Cage,San Diego State,15,1140,29716,8278,8646,1057,.515,.000,.664,26.1,7.3,7.6,0.9,74.4,.120,-0.2,13.7,1984
15,DAL,Terence Stansbury,Temple,3,192,2984,1200,277,390,.444,.224,.779,15.5,6.3,1.4,2.0,2.4,.038,-3.5,-1.2,1984
16,UTA,John Stockton,Gonzaga,19,1504,47764,19711,4051,15806,.515,.384,.826,31.8,13.1,2.7,10.5,207.7,.209,6.8,106.5,1984
17,NJN,Jeff Turner,Vanderbilt,10,612,11244,3697,2036,635,.467,.344,.769,18.4,6.0,3.3,1.0,8.9,.038,-4.5,-7.2,1984
18,IND,Vern Fleming,Georgia,12,893,24721,10125,3012,4293,.498,.181,.764,27.7,11.3,3.4,4.8,52.0,.101,0.4,15.3,1984
19,POR,Bernard Thompson,Fresno State,5,204,2935,1078,352,266,.439,.000,.789,14.4,5.3,1.7,1.3,3.4,.056,-2.9,-0.7,1984
20,DET,Tony Campbell,Ohio State,11,690,15180,7994,2117,1019,.456,.254,.790,22.0,11.6,3.1,1.5,20.7,.065,-1.4,2.2,1984
21,MIL,Kenny Fields,UCLA,4,184,2692,1140,464,188,.474,.188,.733,14.6,6.2,2.5,1.0,4.2,.074,-2.2,-0.1,1984
22,PHI,Tom Sewell,Lamar,1,21,87,20,4,6,.250,.000,.500,4.1,1.0,0.2,0.3,-0.4,-.201,-12.7,-0.2,1984
24,BOS,Michael Young,Houston,3,49,472,223,88,24,.465,.296,.711,9.6,4.6,1.8,0.5,1.1,.110,0.0,0.2,1984
25,IND,Devin Durrant,BYU,2,63,807,317,132,85,.414,.000,.689,12.8,5.0,2.1,1.3,-0.2,-.012,-4.5,-0.5,1984
27,CLE,Ron Anderson,Fresno State,10,664,15112,7056,2312,952,.471,.287,.814,22.8,10.6,3.5,1.4,24.2,.077,-1.3,2.6,1984
28,SEA,Cory Blackwell,Wisconsin,1,60,551,202,96,26,.367,.000,.509,9.2,3.4,1.6,0.4,-0.9,-.081,-7.9,-0.8,1984
29,IND,Stuart Gray,UCLA,7,386,3457,906,1020,148,.446,.000,.663,9.0,2.3,2.6,0.4,3.3,.046,-4.2,-1.9,1984
30,GSW,Steve Burtt,Iona College,4,101,1121,584,92,123,.426,.143,.695,11.1,5.8,0.9,1.2,0.0,.000,-5.1,-0.9,1984
1,NYK,Patrick Ewing,Georgetown,17,1183,40594,24815,11607,2215,.504,.152,.740,34.3,21.0,9.8,1.9,126.4,.150,2.9,50.1,1985
2,IND,Wayman Tisdale,Oklahoma,12,840,23868,12878,5117,1077,.505,.000,.760,28.4,15.3,6.1,1.3,45.7,.092,-1.6,2.3,1985
3,LAC,Benoit Benjamin,Creighton,15,807,21911,9223,6063,1070,.497,.048,.721,27.2,11.4,7.5,1.3,32.7,.072,-1.1,4.8,1985
4,SEA,Xavier McDaniel,Wichita State,12,870,25201,13606,5313,1775,.485,.261,.718,29.0,15.6,6.1,2.0,47.8,.091,-0.5,9.6,1985
5,ATL,Jon Koncak,SMU,11,784,16409,3520,3856,785,.470,.226,.597,20.9,4.5,4.9,1.0,29.2,.085,-1.2,3.3,1985
6,SAC,Joe Kleine,Arkansas,15,965,14712,4666,3991,622,.453,.271,.794,15.2,4.8,4.1,0.6,19.1,.062,-3.9,-7.0,1985
7,GSW,Chris Mullin,St. John's,16,986,32163,17911,4034,3450,.509,.384,.865,32.6,18.2,4.1,3.5,93.1,.139,3.1,41.6,1985
8,DAL,Detlef Schrempf,Washington,16,1136,33597,15761,7023,3833,.491,.384,.803,29.6,13.9,6.2,3.4,109.5,.156,1.8,32.4,1985
9,CLE,Charles Oakley,Virginia Union University,19,1282,40280,12417,12205,3217,.471,.253,.761,31.4,9.7,9.5,2.5,89.7,.107,-0.5,15.4,1985
10,PHO,Ed Pinckney,Villanova,12,793,15698,5378,3952,727,.535,.000,.765,19.8,6.8,5.0,0.9,42.7,.130,0.3,9.2,1985
11,CHI,Keith Lee,Memphis,3,182,2907,1114,861,178,.451,.167,.746,16.0,6.1,4.7,1.0,3.7,.062,-3.0,-0.7,1985
12,WSB,Kenny Green,Wake Forest,2,60,625,265,101,16,.412,.000,.721,10.4,4.4,1.7,0.3,-0.3,-.022,-7.3,-0.8,1985
13,UTA,Karl Malone,Louisiana Tech,19,1476,54852,36928,14968,5248,.516,.274,.742,37.2,25.0,10.1,3.6,234.6,.205,5.1,99.0,1985
14,SAS,Alfredrick Hughes,Loyola Chicago,1,68,866,356,113,61,.409,.176,.583,12.7,5.2,1.7,0.9,-0.5,-.029,-5.7,-0.8,1985
15,DEN,Blair Rasmussen,Oregon,8,532,11409,5119,3006,467,.472,.257,.767,21.4,9.6,5.7,0.9,19.0,.080,-3.2,-3.4,1985
16,DAL,Bill Wennington,St. John's,13,720,9740,3301,2148,440,.459,.139,.787,13.5,4.6,3.0,0.6,17.7,.087,-3.7,-4.2,1985
18,DET,Joe Dumars,McNeese State University,14,1018,35139,16401,2203,4612,.460,.382,.843,34.5,16.1,2.2,4.5,86.2,.118,0.8,25.3,1985
19,HOU,Steve Harris,Tulsa,5,207,2840,1440,365,238,.434,.050,.842,13.7,7.0,1.8,1.1,3.1,.053,-2.6,-0.4,1985
20,BOS,Sam Vincent,Michigan State,7,396,7527,3106,819,1543,.449,.182,.863,19.0,7.8,2.1,3.9,10.9,.069,-0.8,2.2,1985
21,PHI,Terry Catledge,University of South Alabama,8,515,13541,6520,3314,459,.485,.094,.654,26.3,12.7,6.4,0.9,20.9,.074,-2.6,-2.0,1985
22,MIL,Jerry Reynolds,LSU,8,443,8379,4036,1317,904,.418,.226,.749,18.9,9.1,3.0,2.0,10.5,.060,0.6,5.4,1985
23,LAL,A.C. Green,Oregon State,16,1278,36552,12331,9473,1400,.494,.254,.734,28.6,9.6,7.4,1.1,99.5,.131,-0.2,16.6,1985
24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,1274,35354,15586,3872,7160,.463,.386,.836,27.8,12.2,3.0,5.6,110.4,.150,2.9,43.3,1985
25,POR,Mike Smrek,Canisius,7,194,1890,554,422,49,.431,.000,.617,9.7,2.9,2.2,0.3,0.7,.018,-6.1,-1.9,1985
26,IND,Bill Martin,Georgetown,3,84,860,397,136,58,.449,.000,.813,10.2,4.7,1.6,0.7,0.3,.016,-4.4,-0.5,1985
27,IND,Dwayne McClain,Villanova,1,45,461,157,30,67,.383,.111,.514,10.2,3.5,0.7,1.5,-0.3,-.026,-3.8,-0.2,1985
1,CLE,Brad Daugherty,UNC,8,548,20029,10389,5227,2028,.532,.143,.747,36.5,19.0,9.5,3.7,65.2,.156,2.2,21.3,1986
3,GSW,Chris Washburn,NC State,2,72,645,222,176,22,.412,.000,.439,9.0,3.1,2.4,0.3,-0.6,-.046,-7.4,-0.9,1986
4,IND,Chuck Person,Auburn,13,943,28941,13858,4763,2645,.458,.362,.723,30.7,14.7,5.1,2.8,38.9,.065,-0.7,9.2,1986
5,NYK,Kenny Walker,Kentucky,7,448,9050,3128,1793,299,.485,.206,.749,20.2,7.0,4.0,0.7,17.9,.095,-1.8,0.6,1986
6,PHO,William Bedford,Memphis,6,238,2514,964,573,109,.416,.318,.605,10.6,4.1,2.4,0.5,0.9,.017,-4.8,-1.8,1986
7,DAL,Roy Tarpley,Michigan,6,280,7476,3533,2803,292,.483,.176,.744,26.7,12.6,10.0,1.0,19.8,.127,-0.2,3.4,1986
8,CLE,Ron Harper,Miami University,15,1009,31199,13910,4309,3916,.446,.289,.720,30.9,13.8,4.3,3.9,65.8,.101,1.9,30.3,1986
9,CHI,Brad Sellers,Ohio State,6,398,7154,2509,1064,435,.452,.200,.793,18.0,6.3,2.7,1.1,9.8,.066,-2.2,-0.4,1986
10,SAS,Johnny Dawkins,Duke,9,541,14859,5984,1336,2997,.456,.330,.857,27.5,11.1,2.5,5.5,21.8,.070,-0.9,4.2,1986
11,DET,John Salley,Georgia Tech,11,748,16524,5228,3356,916,.506,.214,.714,22.1,7.0,4.5,1.2,41.5,.121,0.5,10.5,1986
12,WSB,John Williams,LSU,8,435,10952,4406,2201,1262,.451,.225,.704,25.2,10.1,5.1,2.9,19.9,.087,1.2,8.8,1986
