Unnamed: 0_level_0,Unnamed: 1_level_0,Player,Round 1,Round 1,Unnamed: 5_level_0,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,Draft_Year
53,53,PHI,Charles Bassey,Western Kentucky,4,113,1257,488,483,93,.631,.231,.648,11.1,4.3,4.3,0.8,3.8,.145,0.4,0.8,2021
54,54,IND,Sandro Mamukelashvili,Seton Hall,4,191,2199,992,601,181,.471,.348,.731,11.5,5.2,3.1,0.9,5.2,.113,-0.2,1.0,2021
55,55,OKC,Aaron Wiggins,Maryland,4,274,5478,2351,869,368,.504,.389,.794,20.0,8.6,3.2,1.3,12.9,.113,-0.9,1.5,2021
56,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,,,.500,3.5,0.5,0.0,0.5,0.0,.164,6.0,0.0,2021
57,57,CHO,Balša Koprivica,Florida State,,,,,,,,,,,,,,,,,,2021
58,58,NYK,Jericho Sims,Texas,4,191,2584,458,755,104,.714,.000,.585,13.5,2.4,4.0,0.5,6.9,.128,-1.7,0.2,2021
59,59,BRK,RaiQuan Gray,Florida State,2,4,74,39,16,13,.552,.417,1.000,18.5,9.8,4.0,3.3,0.2,.149,2.9,0.1,2021
60,60,IND,Georgios Kalaitzakis,,1,13,213,86,21,12,.463,.385,.467,16.4,6.6,1.6,0.9,-0.1,-.024,-7.0,-0.3,2021
1,1,ORL,Paolo Banchero,Duke,3,198,6811,4432,1396,919,.445,.320,.730,34.4,22.4,7.1,4.6,11.1,.079,0.8,4.9,2022
2,2,OKC,Chet Holmgren,Gonzaga,2,114,3290,1836,905,263,.519,.372,.780,28.9,16.1,7.9,2.3,12.1,.176,3.1,4.3,2022
3,3,HOU,Jabari Smith Jr.,Auburn,3,212,6591,2752,1584,282,.432,.340,.805,31.1,13.0,7.5,1.3,11.7,.085,-1.7,0.5,2022
4,4,SAC,Keegan Murray,Iowa,3,233,7580,3090,1298,336,.451,.372,.812,32.5,13.3,5.6,1.4,13.9,.088,-1.1,1.8,2022
5,5,DET,Jaden Ivey,Purdue,3,181,5419,2917,676,802,.429,.352,.746,29.9,16.1,3.7,4.4,1.6,.014,-2.7,-0.9,2022
6,6,IND,Bennedict Mathurin,Arizona,3,209,5909,3314,935,371,.446,.342,.828,28.3,15.9,4.5,1.8,6.2,.051,-3.3,-2.0,2022
7,7,POR,Shaedon Sharpe,Kentucky,3,184,5090,2634,720,386,.449,.330,.779,27.7,14.3,3.9,2.1,4.7,.044,-2.3,-0.4,2022
8,8,NOP,Dyson Daniels,,3,196,4971,1654,873,631,.472,.327,.614,25.4,8.4,4.5,3.2,9.2,.089,0.5,3.2,2022
9,9,SAS,Jeremy Sochan,Baylor,3,184,5015,2092,1123,519,.468,.290,.725,27.3,11.4,6.1,2.8,4.2,.041,-3.0,-1.2,2022
10,10,WAS,Johnny Davis,Wisconsin,3,112,1278,395,175,71,.397,.273,.561,11.4,3.5,1.6,0.6,-0.4,-.013,-6.2,-1.3,2022
11,11,NYK,Ousmane Dieng,,3,109,1339,468,237,114,.424,.293,.727,12.3,4.3,2.2,1.0,1.7,.062,-2.6,-0.2,2022
12,12,OKC,Jalen Williams,Santa Clara,3,215,6736,3901,988,924,.513,.382,.803,31.3,18.1,4.6,4.3,20.7,.148,2.2,7.2,2022
13,13,CHO,Jalen Duren,Memphis,3,206,5481,2371,2111,431,.653,.000,.691,26.6,11.5,10.2,2.1,18.6,.162,0.9,4.0,2022
14,14,CLE,Ochai Agbaji,Kansas,3,201,4589,1589,579,248,.450,.353,.734,22.8,7.9,2.9,1.2,4.5,.048,-2.7,-0.8,2022
15,15,CHO,Mark Williams,Duke,3,106,2507,1300,935,149,.622,.000,.753,23.7,12.3,8.8,1.4,9.7,.185,1.8,2.4,2022
16,16,ATL,AJ Griffin,Duke,2,92,1572,687,171,78,.447,.372,.898,17.1,7.5,1.9,0.8,1.8,.053,-1.7,0.1,2022
17,17,HOU,Tari Eason,LSU,3,161,3667,1661,1011,198,.466,.345,.741,22.8,10.3,6.3,1.2,8.8,.116,0.8,2.6,2022
18,18,CHI,Dalen Terry,Arizona,3,170,1882,591,274,200,.445,.298,.662,11.1,3.5,1.6,1.2,2.4,.061,-2.8,-0.4,2022
19,19,MIN,Jake LaRavia,Wake Forest,3,136,2569,942,450,237,.429,.371,.751,18.9,6.9,3.3,1.7,4.4,.083,-1.2,0.5,2022
20,20,SAS,Malaki Branham,Ohio State,3,188,3571,1598,380,321,.439,.336,.843,19.0,8.5,2.0,1.7,-0.3,-.004,-5.1,-2.9,2022
21,21,DEN,Christian Braun,Kansas,3,237,5511,2178,897,396,.528,.384,.752,23.3,9.2,3.8,1.7,13.4,.117,-0.9,1.5,2022
22,22,MEM,Walker Kessler,Auburn,3,196,4936,1838,1808,226,.680,.196,.537,25.2,9.4,9.2,1.2,16.6,.161,1.9,4.9,2022
23,23,PHI,David Roddy,Colorado State,3,168,2845,1044,488,174,.421,.302,.679,16.9,6.2,2.9,1.0,1.7,.029,-4.0,-1.4,2022
24,24,MIL,MarJon Beauchamp,,3,135,1465,556,258,77,.430,.354,.718,10.9,4.1,1.9,0.6,1.2,.038,-4.0,-0.8,2022
25,25,SAS,Blake Wesley,Notre Dame,3,156,2228,669,236,378,.409,.297,.634,14.3,4.3,1.5,2.4,-0.5,-.011,-5.7,-2.1,2022
26,26,DAL,Wendell Moore Jr.,Duke,3,90,727,210,125,66,.460,.250,.815,8.1,2.3,1.4,0.7,0.8,.055,-2.6,-0.1,2022
27,27,MIA,Nikola Jović,,3,107,2256,928,403,231,.450,.370,.804,21.1,8.7,3.8,2.2,4.7,.099,0.0,1.1,2022
28,28,GSW,Patrick Baldwin Jr.,UW-Milwaukee,3,93,826,343,188,43,.405,.373,.658,8.9,3.7,2.0,0.5,0.6,.032,-3.1,-0.2,2022
29,29,MEM,TyTy Washington Jr.,Kentucky,3,58,607,194,63,68,.347,.234,.542,10.5,3.3,1.1,1.2,-0.4,-.031,-6.8,-0.7,2022
30,30,OKC,Peyton Watson,UCLA,3,171,3330,1158,528,191,.472,.328,.673,19.5,6.8,3.1,1.1,5.3,.076,-2.0,0.0,2022
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2022
31,31,IND,Andrew Nembhard,Gonzaga,3,208,5651,1988,556,947,.464,.335,.795,27.2,9.6,2.7,4.6,6.1,.051,-2.6,-0.8,2022
32,32,ORL,Caleb Houstan,Michigan,3,168,2415,685,258,94,.391,.372,.836,14.4,4.1,1.5,0.6,4.0,.079,-2.7,-0.5,2022
33,33,TOR,Christian Koloko,Arizona,2,95,1144,272,263,47,.519,.063,.644,12.0,2.9,2.8,0.5,2.7,.111,-3.3,-0.4,2022
34,34,OKC,Jaylin Williams,Arkansas,3,165,2595,842,737,306,.430,.390,.752,15.7,5.1,4.5,1.9,7.6,.140,1.1,2.0,2022
35,35,LAL,Max Christie,Michigan State,3,186,3583,1161,475,227,.426,.370,.841,19.3,6.2,2.6,1.2,4.0,.053,-2.9,-0.8,2022
36,36,POR,Gabriele Procida,,,,,,,,,,,,,,,,,,,2022
37,37,SAC,Jaden Hardy,,3,178,2604,1446,309,255,.425,.381,.763,14.6,8.1,1.7,1.4,0.7,.013,-3.8,-1.2,2022
38,38,SAS,Kennedy Chandler,Tennessee,1,36,281,78,38,58,.422,.133,.462,7.8,2.2,1.1,1.6,0.3,.044,-2.7,0.0,2022
39,39,CLE,Khalifa Diop,,,,,,,,,,,,,,,,,,,2022
40,40,MIN,Bryce McGowens,Nebraska,3,118,1701,561,198,107,.415,.323,.766,14.4,4.8,1.7,0.9,0.6,.017,-5.6,-1.5,2022
41,41,NOP,E.J. Liddell,Ohio State,2,20,76,25,14,4,.429,.200,1.000,3.8,1.3,0.7,0.2,0.1,.048,-4.3,0.0,2022
42,42,NYK,Trevor Keels,Duke,1,3,8,3,2,0,.250,.250,,2.7,1.0,0.7,0.0,0.0,-.062,-13.0,0.0,2022
43,43,LAC,Moussa Diabaté,Michigan,3,104,1500,491,512,64,.581,.125,.603,14.4,4.7,4.9,0.6,4.0,.128,-1.8,0.1,2022
44,44,ATL,Ryan Rollins,Toledo,3,81,960,416,133,124,.481,.414,.809,11.9,5.1,1.6,1.5,1.7,.085,-0.9,0.3,2022
45,45,CHO,Josh Minott,Memphis,3,93,463,215,89,31,.488,.339,.902,5.0,2.3,1.0,0.3,1.6,.165,2.0,0.5,2022
46,46,DET,Ismael Kamagate,,,,,,,,,,,,,,,,,,,2022
47,47,MEM,Vince Williams Jr.,VCU,3,94,2040,730,403,234,.423,.328,.801,21.7,7.8,4.3,2.5,3.1,.073,-1.6,0.2,2022
48,48,MIN,Kendall Brown,Baylor,2,21,103,30,11,8,.545,.000,.600,4.9,1.4,0.5,0.4,0.1,.055,-5.3,-0.1,2022
49,49,CLE,Isaiah Mobley,USC,3,23,173,60,34,14,.407,.333,.714,7.5,2.6,1.5,0.6,0.3,.090,-3.0,0.0,2022
50,50,MIN,Matteo Spagnolo,,,,,,,,,,,,,,,,,,,2022
51,51,GSW,Tyrese Martin,UConn,2,76,1381,544,231,124,.406,.346,.800,18.2,7.2,3.0,1.6,0.9,.031,-2.8,-0.3,2022
52,52,NOP,Karlo Matković,,1,42,791,325,209,46,.574,.318,.773,18.8,7.7,5.0,1.1,1.6,.096,-2.0,0.0,2022
53,53,BOS,JD Davison,Alabama,3,36,198,68,32,34,.385,.281,.692,5.5,1.9,0.9,0.9,0.1,.027,-3.7,-0.1,2022
54,54,WAS,Yannick Nzosa,,,,,,,,,,,,,,,,,,,2022
55,55,GSW,Gui Santos,,2,79,954,309,221,94,.470,.338,.763,12.1,3.9,2.8,1.2,2.4,.122,-1.5,0.1,2022
56,56,CLE,Luke Travers,,1,12,88,12,20,8,.250,.000,1.000,7.3,1.0,1.7,0.7,-0.1,-.082,-9.7,-0.2,2022
57,57,POR,Jabari Walker,Colorado,3,188,3068,1167,850,142,.465,.318,.739,16.3,6.2,4.5,0.8,5.1,.080,-3.3,-1.0,2022
58,58,IND,Hugo Besson,,,,,,,,,,,,,,,,,,,2022
1,1,SAS,Victor Wembanyama,,2,117,3633,2638,1261,442,.469,.339,.809,31.1,22.5,10.8,3.8,7.5,.099,5.7,7.1,2023
2,2,CHO,Brandon Miller,Alabama,2,101,3307,1847,446,273,.428,.366,.837,32.7,18.3,4.4,2.7,1.2,.017,-1.9,0.1,2023
3,3,POR,Scoot Henderson,,2,128,3524,1705,392,671,.401,.340,.793,27.5,13.3,3.1,5.2,0.1,.002,-4.0,-1.8,2023
4,4,HOU,Amen Thompson,,2,131,3613,1562,973,428,.549,.221,.684,27.6,11.9,7.4,3.3,12.3,.163,3.2,4.7,2023
5,5,DET,Ausar Thompson,,2,122,2911,1150,705,254,.509,.198,.621,23.9,9.4,5.8,2.1,5.6,.092,-0.4,1.2,2023
6,6,ORL,Anthony Black,Arkansas,2,147,3051,1052,369,331,.435,.343,.718,20.8,7.2,2.5,2.3,4.0,.064,-2.3,-0.2,2023
7,7,IND,Bilal Coulibaly,,2,122,3663,1259,550,309,.427,.311,.728,30.0,10.3,4.5,2.5,0.8,.010,-3.9,-1.8,2023
8,8,WAS,Jarace Walker,Houston,2,108,1527,581,292,150,.457,.404,.692,14.1,5.4,2.7,1.4,2.0,.063,-0.7,0.5,2023
9,9,UTA,Taylor Hendricks,Central Florida,2,43,931,306,200,34,.434,.368,.788,21.7,7.1,4.7,0.8,1.2,.064,-1.8,0.1,2023
10,10,DAL,Cason Wallace,Kentucky,2,150,3568,1129,416,293,.482,.389,.797,23.8,7.5,2.8,2.0,9.2,.124,0.6,2.3,2023
11,11,ORL,Jett Howard,Michigan,2,78,768,296,77,50,.370,.294,.667,9.8,3.8,1.0,0.6,0.2,.010,-5.0,-0.6,2023
12,12,OKC,Dereck Lively II,Duke,2,91,2127,797,648,145,.729,.000,.565,23.4,8.8,7.1,1.6,8.4,.189,1.6,1.9,2023
13,13,TOR,Gradey Dick,Kansas,2,114,2855,1287,325,166,.416,.356,.859,25.0,11.3,2.9,1.5,1.6,.028,-4.2,-1.6,2023
14,14,NOP,Jordan Hawkins,UConn,2,123,2481,1128,306,136,.376,.348,.826,20.2,9.2,2.5,1.1,0.7,.014,-4.3,-1.5,2023
15,15,ATL,Kobe Bufkin,Michigan,2,27,320,134,54,44,.374,.220,.654,11.9,5.0,2.0,1.6,-0.1,-.012,-4.3,-0.2,2023
16,16,UTA,Keyonte George,Baylor,2,142,4132,2099,464,709,.391,.339,.831,29.1,14.8,3.3,5.0,0.7,.009,-3.5,-1.6,2023
17,17,LAL,Jalen Hood-Schifino,Indiana,2,36,424,140,40,45,.329,.262,.732,11.8,3.9,1.1,1.3,-0.6,-.068,-9.3,-0.8,2023
18,18,MIA,Jaime Jaquez Jr.,UCLA,2,141,3481,1459,575,361,.478,.318,.785,24.7,10.3,4.1,2.6,6.3,.087,-1.5,0.4,2023
19,19,GSW,Brandin Podziemski,Santa Clara,2,138,3684,1429,752,493,.449,.378,.701,26.7,10.4,5.4,3.6,8.3,.108,0.3,2.1,2023
20,20,HOU,Cam Whitmore,Villanova,2,98,1707,1056,331,82,.449,.357,.707,17.4,10.8,3.4,0.8,3.3,.093,0.2,0.9,2023
21,21,BRK,Noah Clowney,Alabama,2,69,1412,553,262,58,.394,.337,.800,20.5,8.0,3.8,0.8,1.3,.046,-3.2,-0.4,2023
22,22,BRK,Dariq Whitehead,Duke,2,22,270,117,33,15,.396,.429,.571,12.3,5.3,1.5,0.7,0.0,.007,-4.1,-0.1,2023
23,23,POR,Kris Murray,Iowa,2,131,2388,663,406,148,.406,.251,.558,18.2,5.1,3.1,1.1,1.4,.027,-3.4,-0.8,2023
24,24,SAC,Olivier-Maxence Prosper,Marquette,2,92,920,322,205,62,.396,.260,.658,10.0,3.5,2.2,0.7,1.4,.074,-2.4,-0.1,2023
25,25,MEM,Marcus Sasser,Houston,2,128,2162,961,194,369,.441,.378,.863,16.9,7.5,1.5,2.9,2.8,.062,-1.9,0.1,2023
26,26,IND,Ben Sheppard,Belmont,2,120,2042,584,266,138,.407,.330,.887,17.0,4.9,2.2,1.2,2.9,.067,-2.6,-0.3,2023
27,27,CHO,Nick Smith Jr.,Arkansas,2,111,2098,893,200,204,.391,.369,.918,18.9,8.0,1.8,1.8,-1.1,-.025,-5.8,-2.0,2023
28,28,UTA,Brice Sensabaugh,Ohio State,2,103,2016,1013,312,165,.441,.392,.895,19.6,9.8,3.0,1.6,0.9,.023,-2.4,-0.2,2023
29,29,IND,Julian Strawther,Gonzaga,2,115,1929,815,203,130,.412,.332,.793,16.8,7.1,1.8,1.1,1.4,.035,-5.0,-1.4,2023
30,30,LAC,Kobe Brown,Missouri,2,84,666,166,127,49,.432,.270,.667,7.9,2.0,1.5,0.6,0.9,.067,-3.1,-0.2,2023
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2023
31,31,DET,James Nnaji,,,,,,,,,,,,,,,,,,,2023
32,32,IND,Jalen Pickett,Penn State,2,76,788,242,85,128,.428,.389,.750,10.4,3.2,1.1,1.7,1.2,.076,-1.8,0.0,2023
33,33,SAS,Leonard Miller,,2,30,84,49,31,8,.543,.200,.900,2.8,1.6,1.0,0.3,0.4,.255,4.5,0.1,2023
34,34,CHO,Colby Jones,Xavier,2,69,707,221,127,64,.435,.254,.630,10.2,3.2,1.8,0.9,0.6,.041,-3.4,-0.3,2023
35,35,BOS,Julian Phillips,Tennessee,2,119,1446,455,205,52,.440,.325,.768,12.2,3.8,1.7,0.4,2.1,.069,-3.5,-0.6,2023
36,36,ORL,Andre Jackson Jr.,UConn,2,124,1552,355,295,133,.485,.385,.571,12.5,2.9,2.4,1.1,2.2,.067,-3.5,-0.6,2023
37,37,OKC,Hunter Tyson,Clemson,2,69,448,154,87,22,.379,.307,.750,6.5,2.2,1.3,0.3,0.4,.043,-5.2,-0.4,2023
38,38,SAC,Jordan Walsh,Arkansas,2,61,486,97,89,24,.367,.266,.571,8.0,1.6,1.5,0.4,0.5,.052,-3.9,-0.2,2023
39,39,CHO,Mouhamed Gueye,Washington State,2,39,606,221,161,31,.412,.267,.771,15.5,5.7,4.1,0.8,1.4,.109,-0.7,0.2,2023
40,40,DEN,Maxwell Lewis,Pepperdine,2,62,430,127,59,25,.380,.339,.692,6.9,2.0,1.0,0.4,-0.2,-.024,-6.6,-0.5,2023
41,41,CHO,Amari Bailey,UCLA,1,10,65,23,9,7,.333,.125,.857,6.5,2.3,0.9,0.7,-0.1,-.044,-8.3,-0.1,2023
42,42,WAS,Tristan Vukcevic,,2,45,666,415,166,52,.482,.348,.775,14.8,9.2,3.7,1.2,0.9,.063,-1.2,0.1,2023
43,43,POR,Rayan Rupert,,2,91,1093,310,162,87,.370,.321,.764,12.0,3.4,1.8,1.0,-0.1,-.002,-5.9,-1.1,2023
44,44,SAS,Sidy Cissoko,,2,34,255,77,43,25,.460,.160,.625,7.5,2.3,1.3,0.7,0.2,.040,-3.8,-0.1,2023
45,45,MEM,GG Jackson II,South Carolina,2,77,1692,908,288,88,.413,.352,.746,22.0,11.8,3.7,1.1,1.3,.037,-2.9,-0.4,2023
46,46,ATL,Seth Lundy,Penn State,1,9,52,14,7,0,.235,.231,.750,5.8,1.6,0.8,0.0,-0.1,-.092,-12.7,-0.1,2023
47,47,LAL,Mojave King,,,,,,,,,,,,,,,,,,,2023
48,48,LAC,Jordan Miller,Miami (FL),2,45,448,165,63,34,.441,.225,.811,10.0,3.7,1.4,0.8,0.5,.053,-2.8,-0.1,2023
49,49,CLE,Emoni Bates,Eastern Michigan,2,25,208,78,21,18,.322,.333,.250,8.3,3.1,0.8,0.7,-0.2,-.045,-6.4,-0.2,2023
50,50,OKC,Keyontae Johnson,Kansas State,1,9,66,11,10,4,.313,.333,,7.3,1.2,1.1,0.4,-0.1,-.068,-9.8,-0.1,2023
51,51,BRK,Jalen Wilson,Kansas,2,122,2695,963,401,190,.403,.335,.820,22.1,7.9,3.3,1.6,3.0,.053,-3.7,-1.1,2023
52,52,PHO,Toumani Camara,Dayton,2,148,4287,1409,793,262,.455,.363,.738,29.0,9.5,5.4,1.8,7.2,.080,-1.3,0.7,2023
53,53,MIN,Jaylen Clark,UCLA,1,40,522,163,53,26,.467,.431,.784,13.1,4.1,1.3,0.7,1.6,.147,-0.2,0.2,2023
54,54,SAC,Jalen Slawson,Furman University,1,12,37,8,7,2,.667,.000,,3.1,0.7,0.6,0.2,0.0,.058,-6.4,0.0,2023
55,55,IND,Isaiah Wong,Miami (FL),2,21,269,122,32,28,.389,.382,.735,12.8,5.8,1.5,1.3,0.0,.006,-4.2,-0.1,2023
56,56,MEM,Tarik Biberovic,,,,,,,,,,,,,,,,,,,2023
57,57,WAS,Trayce Jackson-Davis,Indiana,2,130,2097,947,652,186,.642,.000,.568,16.1,7.3,5.0,1.4,8.2,.187,2.0,2.1,2023
58,58,MIL,Chris Livingston,Kentucky,2,42,196,56,56,10,.408,.077,.750,4.7,1.3,1.3,0.2,0.1,.031,-7.0,-0.2,2023
