Unnamed: 0_level_0,Unnamed: 1_level_0,Player,Round 1,Round 1,Unnamed: 5_level_0,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,Draft_Year
5,5,SAC,De'Aaron Fox,Kentucky,8,531,17661,11399,2082,3262,.470,.330,.746,33.3,21.5,3.9,6.1,33.9,.092,0.8,12.7,2017
6,6,ORL,Jonathan Isaac,Florida State,6,276,5640,2097,1359,222,.443,.323,.749,20.4,7.6,4.9,0.8,14.0,.119,1.0,4.2,2017
7,7,MIN,Lauri Markkanen,Arizona,8,450,13958,8200,3201,657,.455,.371,.867,31.0,18.2,7.1,1.5,33.1,.114,1.0,10.6,2017
8,8,NYK,Frank Ntilikina,,7,321,5454,1535,563,693,.369,.320,.762,17.0,4.8,1.8,2.2,0.3,.003,-4.4,-3.4,2017
9,9,DAL,Dennis Smith Jr.,NC State,7,326,7601,3160,967,1381,.407,.298,.674,23.3,9.7,3.0,4.2,2.3,.015,-2.1,-0.2,2017
10,10,SAC,Zach Collins,Gonzaga,7,378,7137,3013,1827,685,.482,.331,.767,18.9,8.0,4.8,1.8,11.9,.080,-1.5,0.9,2017
11,11,CHO,Malik Monk,Kentucky,8,523,11943,6444,1377,1657,.434,.350,.848,22.8,12.3,2.6,3.2,15.2,.061,-1.0,2.9,2017
12,12,DET,Luke Kennard,Duke,8,460,10759,4517,1301,1045,.457,.438,.881,23.4,9.8,2.8,2.3,23.6,.105,0.0,5.4,2017
13,13,DEN,Donovan Mitchell,Louisville,8,539,18243,13320,2324,2530,.449,.366,.840,33.8,24.7,4.3,4.7,51.9,.137,3.5,25.2,2017
14,14,MIA,Bam Adebayo,Kentucky,8,567,17354,8923,5024,2044,.537,.314,.756,30.6,15.7,8.9,3.6,57.6,.159,2.5,19.9,2017
15,15,POR,Justin Jackson,UNC,7,280,4886,1676,654,285,.423,.319,.796,17.5,6.0,2.3,1.0,5.3,.052,-2.8,-1.0,2017
16,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,.404,.250,.667,13.5,3.9,2.7,0.9,0.4,.066,-2.8,-0.1,2017
17,17,MIL,D.J. Wilson,Michigan,6,148,1818,657,454,110,.422,.331,.618,12.3,4.4,3.1,0.7,2.9,.077,-2.4,-0.2,2017
18,18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,.492,.341,.585,8.5,3.3,1.9,0.3,2.7,.104,-1.8,0.1,2017
19,19,ATL,John Collins,Wake Forest,8,472,13739,7553,3805,697,.546,.363,.792,29.1,16.0,8.1,1.5,39.2,.137,0.7,9.2,2017
