Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
3,CLE,Evan Mobley,USC,4,269,8745,4412,2408,784,0.548,0.315,0.694,32.5,16.4,9.0,2.9,28.3,0.155,2.3,9.5,2021,0.8201219512195121,11.9,0.3333333333333333,0.7666666666666666,0.46940000000000004,0.5045168667810177,0.2753573470554603,0.08965122927387079,0.10520446096654275,1,0
4,TOR,Scottie Barnes,Florida State,4,276,9523,4756,2065,1368,0.466,0.3,0.761,34.5,17.2,7.5,5.0,19.4,0.098,1.7,8.9,2021,0.8414634146341463,12.5,0.25,0.425,0.4291,0.4994224509083272,0.2168434316916938,0.14365221043788723,0.07028985507246377,1,0
5,ORL,Jalen Suggs,Gonzaga,4,211,5580,2598,702,698,0.419,0.329,0.779,26.4,12.3,3.3,3.3,5.6,0.048,-1.1,1.3,2021,0.6432926829268293,6.6,0.2,-0.22000000000000003,0.41900000000000004,0.46559139784946235,0.12580645161290321,0.12508960573476702,0.026540284360189573,1,0
8,ORL,Franz Wagner,Michigan,4,291,9398,5552,1408,1067,0.474,0.322,0.856,32.3,19.1,4.8,3.7,21.4,0.109,0.8,6.6,2021,0.8871951219512195,8.5,0.125,0.1,0.4514,0.5907639923387955,0.1498191104490317,0.11353479463715684,0.07353951890034363,1,0
9,SAC,Davion Mitchell,Baylor,4,301,6651,2278,533,995,0.442,0.344,0.698,22.1,7.6,1.8,3.3,6.0,0.043,-3.1,-1.9,2021,0.9176829268292683,5.1,0.1111111111111111,-0.34444444444444444,0.4284,0.3425048864832356,0.08013832506390016,0.1496015636746354,0.019933554817275746,1,0
10,NOP,Ziaire Williams,Stanford,4,213,4486,1763,675,259,0.421,0.316,0.811,21.1,8.3,3.2,1.2,4.7,0.05,-3.4,-1.6,2021,0.649390243902439,4.4,0.1,-0.34,0.418,0.3930004458314757,0.15046812304948728,0.0577351761034329,0.022065727699530517,1,0
11,CHO,James Bouknight,UConn,3,79,900,383,133,73,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,-0.017,-5.9,-0.9,2021,0.32113821138211385,2.6,0.09090909090909091,-0.5363636363636364,0.3917,0.4255555555555556,0.14777777777777779,0.0811111111111111,-0.0037974683544303796,1,0
12,SAS,Joshua Primo,Alabama,3,56,1068,318,127,99,0.371,0.3,0.75,19.1,5.7,2.3,1.8,-0.3,-0.011,-5.3,-0.9,2021,0.22764227642276422,4.1,0.08333333333333333,-0.44166666666666665,0.3805,0.29775280898876405,0.11891385767790262,0.09269662921348315,-0.005357142857142857,1,0
13,IND,Chris Duarte,Oregon,4,177,3231,1348,467,231,0.406,0.349,0.813,18.3,7.6,2.6,1.3,1.9,0.028,-3.0,-0.8,2021,0.5396341463414634,3.9000000000000004,0.07692307692307693,-0.23076923076923078,0.4239,0.41720829464562054,0.14453729495512224,0.07149489322191271,0.010734463276836158,1,0
14,GSW,Moses Moody,Arkansas,4,255,4229,1787,570,227,0.449,0.367,0.775,16.6,7.0,2.2,0.9,8.5,0.097,-1.2,0.8,2021,0.7774390243902439,3.1,0.07142857142857142,-0.0857142857142857,0.44880000000000003,0.4225585244738709,0.13478363679356822,0.053676992196736814,0.03333333333333333,1,0
15,WAS,Corey Kispert,Gonzaga,4,292,7563,3229,822,431,0.474,0.382,0.805,25.9,11.1,2.8,1.5,9.3,0.059,-2.3,-0.6,2021,0.8902439024390244,4.3,0.06666666666666667,-0.15333333333333332,0.47030000000000005,0.42694697871215126,0.10868702895676319,0.05698796773767024,0.03184931506849315,0,0
17,MEM,Trey Murphy III,Virginia,4,251,6856,3448,976,462,0.454,0.383,0.875,27.3,13.7,3.9,1.8,18.4,0.129,1.3,5.7,2021,0.7652439024390244,5.7,0.058823529411764705,0.07647058823529412,0.4677,0.5029171528588098,0.1423570595099183,0.06738623103850641,0.07330677290836653,0,0
18,OKC,Tre Mann,Florida,4,181,3856,1707,513,415,0.411,0.35,0.788,21.3,9.4,2.8,2.3,1.9,0.024,-3.3,-1.2,2021,0.551829268292683,5.1,0.05555555555555555,-0.18333333333333332,0.4243,0.4426867219917012,0.13303941908713693,0.10762448132780084,0.010497237569060774,0,0
19,NYK,Kai Jones,Texas,3,107,1081,377,259,44,0.671,0.231,0.682,10.1,3.5,2.4,0.4,2.8,0.126,-1.2,0.2,2021,0.4349593495934959,2.8,0.05263157894736842,-0.0631578947368421,0.4961000000000001,0.34875115633672527,0.23959296947271044,0.04070305272895467,0.02616822429906542,0,0
20,ATL,Jalen Johnson,Duke,4,184,4335,2023,1155,470,0.504,0.323,0.712,23.6,11.0,6.3,2.6,8.4,0.093,1.0,3.3,2021,0.5609756097560976,8.9,0.05,0.05,0.45239999999999997,0.4666666666666667,0.2664359861591695,0.10841983852364476,0.04565217391304348,0,0
21,NYK,Keon Johnson,Tennessee,4,161,3098,1326,429,313,0.379,0.324,0.765,19.2,8.2,2.7,1.9,-0.3,-0.005,-4.2,-1.7,2021,0.49085365853658536,4.6,0.047619047619047616,-0.2,0.39560000000000006,0.4280180761781795,0.1384764364105875,0.10103292446739832,-0.0018633540372670807,0,0
22,LAL,Isaiah Jackson,Kentucky,4,163,2438,1170,697,116,0.595,0.206,0.671,15.0,7.2,4.3,0.7,7.7,0.151,-0.1,1.1,2021,0.4969512195121951,5.0,0.045454545454545456,-0.004545454545454546,0.447,0.47990155865463496,0.285890073831009,0.0475799835931091,0.04723926380368098,0,0
24,HOU,Josh Christopher,Arizona State,3,152,2189,987,266,231,0.451,0.273,0.737,14.4,6.5,1.8,1.5,0.2,0.003,-3.9,-1.1,2021,0.6178861788617886,3.3,0.041666666666666664,-0.16249999999999998,0.4084,0.45089081772498857,0.12151667428049337,0.10552763819095477,0.0013157894736842105,0,0
25,LAC,Quentin Grimes,Houston,4,243,5945,2525,747,488,0.444,0.375,0.763,24.5,10.4,3.1,2.0,10.8,0.087,-0.3,2.5,2021,0.7408536585365854,5.1,0.04,-0.012,0.44830000000000003,0.4247266610597141,0.12565180824222036,0.08208578637510514,0.044444444444444446,0,0
26,DEN,Bones Hyland,VCU,4,186,3174,1762,403,488,0.398,0.364,0.848,17.1,9.5,2.2,2.6,4.3,0.065,-0.9,0.9,2021,0.5670731707317073,4.800000000000001,0.038461538461538464,-0.03461538461538462,0.4294,0.5551354757403907,0.12696912413358538,0.15374921235034655,0.023118279569892472,0,0
27,BRK,Cam Thomas,LSU,4,215,4980,3255,553,442,0.439,0.345,0.86,23.2,15.1,2.6,2.1,5.5,0.053,-1.8,0.3,2021,0.6554878048780488,4.7,0.037037037037037035,-0.06666666666666667,0.4435,0.6536144578313253,0.11104417670682731,0.08875502008032128,0.02558139534883721,0,0
28,PHI,Jaden Springer,Tennessee,4,110,967,316,152,85,0.409,0.238,0.773,8.8,2.9,1.4,0.8,1.4,0.068,-2.7,-0.2,2021,0.3353658536585366,2.2,0.03571428571428571,-0.09642857142857143,0.377,0.3267838676318511,0.15718717683557393,0.08790072388831438,0.012727272727272726,0,0
29,PHO,Day'Ron Sharpe,UNC,4,191,2771,1237,1079,230,0.55,0.295,0.648,14.5,6.5,5.6,1.2,8.4,0.146,-0.6,1.0,2021,0.5823170731707317,6.8,0.034482758620689655,-0.020689655172413793,0.45780000000000004,0.44640923854204256,0.38939011187297007,0.08300252616383977,0.04397905759162304,0,0
30,UTA,Santi Aldama,Loyola (MD),4,235,5320,2293,1226,444,0.459,0.345,0.692,22.6,9.8,5.2,1.9,12.2,0.11,0.7,3.6,2021,0.7164634146341463,7.1,0.03333333333333333,0.02333333333333333,0.4367,0.43101503759398496,0.23045112781954888,0.08345864661654136,0.05191489361702127,0,0
1,ORL,Paolo Banchero,Duke,3,198,6811,4432,1396,919,0.445,0.32,0.73,34.4,22.4,7.1,4.6,11.1,0.079,0.8,4.9,2022,0.8048780487804879,11.7,1.0,0.8,0.42350000000000004,0.6507120833945089,0.20496256056379386,0.1349287916605491,0.05606060606060606,1,0
