Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year
13,KCK,Ennis Whatley,Alabama,10.0,385.0,7108.0,2150.0,679.0,1754.0,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-0.9,2.0,1983
14,POR,Clyde Drexler,Houston,15.0,1086.0,37537.0,22195.0,6677.0,6125.0,0.472,0.318,0.788,34.6,20.4,6.1,5.6,135.6,0.173,5.4,70.2,1983
15,DEN,Howard Carter,LSU,2.0,66.0,754.0,351.0,89.0,75.0,0.44,0.227,0.774,11.4,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6,1983
16,SEA,Jon Sundvold,Missouri,9.0,502.0,8811.0,3886.0,554.0,1469.0,0.452,0.392,0.849,17.6,7.7,1.1,2.9,8.9,0.048,-2.4,-0.9,1983
17,PHI,Leo Rautins,Syracuse,2.0,32.0,208.0,48.0,35.0,32.0,0.35,,0.6,6.5,1.5,1.1,1.0,-0.1,-0.03,-4.6,-0.2,1983
18,MIL,Randy Breuer,Minnesota,11.0,681.0,12499.0,4599.0,2986.0,616.0,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.3,2.3,1983
19,SAS,John Paxson,Notre Dame,11.0,772.0,17257.0,5560.0,906.0,2758.0,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.101,-1.3,3.0,1983
20,CLE,Roy Hinson,Rutgers University,8.0,507.0,15543.0,7206.0,3452.0,495.0,0.499,0.0,0.741,30.7,14.2,6.8,1.0,30.2,0.093,-1.1,3.4,1983
21,BOS,Greg Kite,BYU,12.0,680.0,10080.0,1717.0,2607.0,345.0,0.438,0.167,0.486,14.8,2.5,3.8,0.5,5.6,0.027,-4.6,-6.7,1983
22,WSB,Randy Wittman,Indiana,9.0,543.0,11594.0,4034.0,760.0,1201.0,0.501,0.321,0.753,21.4,7.4,1.4,2.2,17.2,0.071,-1.3,2.1,1983
23,IND,Mitchell Wiggins,Florida State,6.0,389.0,8105.0,3877.0,1235.0,609.0,0.46,0.192,0.755,20.8,10.0,3.2,1.6,15.2,0.09,-1.2,1.6,1983
24,CLE,Stewart Granger,Villanova,3.0,80.0,996.0,316.0,78.0,173.0,0.414,0.235,0.742,12.5,4.0,1.0,2.2,-0.1,-0.005,-4.7,-0.7,1983
25,CHI,Sidney Lowe,NC State,4.0,193.0,3422.0,562.0,335.0,749.0,0.367,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-1.6,0.3,1983
26,IND,Leroy Combs,Oklahoma State,1.0,48.0,446.0,218.0,56.0,38.0,0.497,0.0,0.615,9.3,4.5,1.2,0.8,0.4,0.041,-0.8,0.1,1983
27,CLE,John Garris,Boston College,1.0,33.0,267.0,131.0,77.0,10.0,0.51,,0.794,8.1,4.0,2.3,0.3,0.9,0.166,-0.1,0.2,1983
28,PHO,Rod Foster,UCLA,3.0,207.0,3446.0,1562.0,258.0,479.0,0.44,0.298,0.768,16.6,7.5,1.2,2.3,2.2,0.031,-3.3,-1.1,1983
29,CHI,Larry Micheaux,Houston,2.0,96.0,897.0,330.0,256.0,49.0,0.567,0.0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.4,0.6,1983
30,DAL,Mark West,Old Dominion,17.0,1090.0,20213.0,6259.0,5347.0,428.0,0.58,0.0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-1.8,1.1,1983
31,ATL,Doc Rivers,Marquette,13.0,864.0,23567.0,9377.0,2625.0,4889.0,0.444,0.328,0.784,27.3,10.9,3.0,5.7,68.2,0.139,3.1,30.5,1983
32,WSB,Michael Britt,University of the District of Columbia,,,,,,,,,,,,,,,,,,1983
33,DAL,Dirk Minniefield,Kentucky,3.0,222.0,3801.0,1187.0,367.0,845.0,0.47,0.272,0.739,17.1,5.3,1.7,3.8,4.1,0.052,-1.6,0.4,1983
34,WSB,Guy Williams,Washington State,2.0,26.0,144.0,68.0,33.0,9.0,0.456,0.25,0.455,5.5,2.6,1.3,0.3,0.2,0.055,-1.4,0.0,1983
35,SAS,Darrell Lockhart,Auburn,1.0,2.0,14.0,4.0,3.0,0.0,1.0,,,7.0,2.0,1.5,0.0,0.0,-0.048,-4.9,0.0,1983
36,SEA,Scooter McCray,Louisville,3.0,77.0,892.0,224.0,190.0,74.0,0.423,,0.611,11.6,2.9,2.5,1.0,0.4,0.023,-2.9,-0.2,1983
37,DEN,David Russell,St. John's,,,,,,,,,,,,,,,,,,1983
38,KCK,Chris McNealy,San Jose State,3.0,108.0,1864.0,466.0,494.0,110.0,0.456,,0.658,17.3,4.3,4.6,1.0,2.6,0.066,-1.9,0.0,1983
39,POR,Granville Waiters,Ohio State,5.0,249.0,2547.0,606.0,540.0,121.0,0.458,0.0,0.559,10.2,2.4,2.2,0.5,1.9,0.036,-3.3,-0.8,1983
40,IND,Jim Thomas,Indiana,4.0,161.0,3361.0,1355.0,418.0,377.0,0.471,0.17,0.763,20.9,8.4,2.6,2.3,4.9,0.071,-1.4,0.5,1983
41,MIL,Ted Kitchel,Indiana,,,,,,,,,,,,,,,,,,1983
42,MIL,Mike Davis,Alabama,,,,,,,,,,,,,,,,,,1983
43,GSW,Pace Mannion,Utah,6.0,216.0,2125.0,660.0,259.0,231.0,0.413,0.203,0.663,9.8,3.1,1.2,1.1,1.7,0.038,-2.0,0.0,1983
44,NJN,Horace Owens,Rhode Island,,,,,,,,,,,,,,,,,,1983
45,PHO,Paul Williams,Arizona State,,,,,,,,,,,,,,,,,,1983
46,SAS,Kevin Williams,St. John's,5.0,260.0,2947.0,1268.0,356.0,319.0,0.435,0.077,0.805,11.3,4.9,1.4,1.2,2.6,0.042,-3.5,-1.1,1983
47,PHI,Ken Lyons,University of North Texas,,,,,,,,,,,,,,,,,,1983
48,HOU,Craig Ehlo,Washington State,14.0,873.0,21071.0,7492.0,3139.0,2456.0,0.453,0.369,0.689,24.1,8.6,3.6,2.8,41.2,0.094,0.6,14.1,1983
49,IND,Greg Jones,West Virginia,,,,,,,,,,,,,,,,,,1983
50,CLE,Paul Thompson,Tulane,3.0,154.0,3105.0,1374.0,533.0,224.0,0.432,0.21,0.792,20.2,8.9,3.5,1.5,4.9,0.076,-0.1,1.5,1983
51,PHO,Dereck Whittenburg,NC State,,,,,,,,,,,,,,,,,,1983
52,BOS,Winfred King,East Tennessee State University,,,,,,,,,,,,,,,,,,1983
53,GSW,Michael Holton,UCLA,6.0,325.0,5836.0,2016.0,459.0,977.0,0.441,0.257,0.807,18.0,6.2,1.4,3.0,4.8,0.039,-2.8,-1.2,1983
54,UTA,Bob Hansen,Iowa,9.0,575.0,11104.0,3952.0,1282.0,947.0,0.468,0.323,0.662,19.3,6.9,2.2,1.6,15.4,0.066,-2.4,-1.2,1983
55,DET,Erich Santifer,Syracuse,,,,,,,,,,,,,,,,,,1983
56,CLE,Larry Anderson,UNLV,,,,,,,,,,,,,,,,,,1983
57,WSB,Darren Daye,UCLA,5.0,328.0,5208.0,2225.0,844.0,672.0,0.491,0.118,0.681,15.9,6.8,2.6,2.0,9.3,0.086,-0.3,2.2,1983
58,ATL,John Pinone,Villanova,1.0,7.0,65.0,20.0,10.0,3.0,0.538,,0.6,9.3,2.9,1.4,0.4,0.1,0.04,-3.8,0.0,1983
59,NJN,Bruce Kuczenski,UConn,1.0,15.0,119.0,28.0,23.0,8.0,0.27,,0.667,7.9,1.9,1.5,0.5,-0.4,-0.152,-6.0,-0.3,1983
60,KCK,Steve Harriel,Washington State,,,,,,,,,,,,,,,,,,1983
61,DEN,David Little,Oklahoma,,,,,,,,,,,,,,,,,,1983
62,POR,Tom Piotrowski,La Salle,1.0,18.0,78.0,30.0,16.0,5.0,0.462,,1.0,4.3,1.7,0.9,0.3,0.1,0.07,-4.6,-0.1,1983
63,SEA,Frank Burnell,Stetson University,,,,,,,,,,,,,,,,,,1983
64,PHI,Claude Riley,Texas A&M,,,,,,,,,,,,,,,,,,1983
65,MIL,Billy Goodwin,St. John's,,,,,,,,,,,,,,,,,,1983
66,CLE,Les Craft,Kansas State,,,,,,,,,,,,,,,,,,1983
67,CLE,Derrick Hord,Kentucky,,,,,,,,,,,,,,,,,,1983
68,BOS,Craig Robinson,Virginia,,,,,,,,,,,,,,,,,,1983
69,LAL,Orlando Phillips,Pepperdine,,,,,,,,,,,,,,,,,,1983
70,PHI,Dan Ruland,James Madison University,,,,,,,,,,,,,,,,,,1983
71,HOU,Darrell Browder,TCU,,,,,,,,,,,,,,,,,,1983
72,IND,Terry Fair,Georgia,,,,,,,,,,,,,,,,,,1983
73,CLE,Dwight Jones,Cincinnati,,,,,,,,,,,,,,,,,,1983
74,PHI,Kalpatrick Wells,Mississippi State,,,,,,,,,,,,,,,,,,1983
75,CHI,Ron Crevier,Boston College,1.0,3.0,4.0,0.0,1.0,0.0,0.0,,0.0,1.3,0.0,0.3,0.0,-0.1,-0.795,-42.2,0.0,1983
76,UTA,Doug Arnold,TCU,,,,,,,,,,,,,,,,,,1983
77,GSW,Peter Thibeaux,Saint Mary's,2.0,93.0,992.0,462.0,144.0,45.0,0.453,0.286,0.626,10.7,5.0,1.5,0.5,0.1,0.005,-5.2,-0.8,1983
78,DET,Steve Bouchie,Indiana,,,,,,,,,,,,,,,,,,1983
79,DAL,Johnny Martin,Northwestern State University,,,,,,,,,,,,,,,,,,1983
80,WSB,Dan Gay,Louisiana,,,,,,,,,,,,,,,,,,1983
81,ATL,Harry Kelly,Texas Southern,,,,,,,,,,,,,,,,,,1983
82,NYK,Mark Jones,St. Bonaventure,1.0,6.0,16.0,7.0,2.0,5.0,0.5,0.0,0.5,2.7,1.2,0.3,0.8,0.0,0.07,-4.0,0.0,1983
83,DEN,York Gross,UC Santa Barbara,,,,,,,,,,,,,,,,,,1983
84,KCK,Mike Jackson,Wyoming,,,,,,,,,,,,,,,,,,1983
85,POR,Tim Dunham,Chaminade University of Honolulu,,,,,,,,,,,,,,,,,,1983
86,SEA,Pete DeBisschop,Fairfield,,,,,,,,,,,,,,,,,,1983
87,NJN,Barney Mines,Bradley,,,,,,,,,,,,,,,,,,1983
88,MIL,Mark Nickens,American University,,,,,,,,,,,,,,,,,,1983
89,PHO,Sam Mosley,Nevada,,,,,,,,,,,,,,,,,,1983
90,SAS,Brant Weidner,William & Mary,1.0,8.0,38.0,8.0,11.0,0.0,0.222,,1.0,4.8,1.0,1.4,0.0,0.0,-0.014,-4.9,-0.1,1983
91,BOS,Carlos Clark,Ole Miss,2.0,93.0,689.0,223.0,86.0,65.0,0.407,0.0,0.803,7.4,2.4,0.9,0.7,0.6,0.044,-2.3,0.0,1983
92,LAL,Terry Lewis,Mississippi State,,,,,,,,,,,,,,,,,,1983
93,PHI,Craig Robinson,Princeton,,,,,,,,,,,,,,,,,,1983
94,HOU,Chuck Barnett,Oklahoma,,,,,,,,,,,,,,,,,,1983
95,IND,Roger Stieg,Ole Miss,,,,,,,,,,,,,,,,,,1983
96,CLE,Chris Logan,Holy Cross,,,,,,,,,,,,,,,,,,1983
97,SDC,Manute Bol,,10.0,624.0,11698.0,1599.0,2647.0,171.0,0.407,0.21,0.561,18.7,2.6,4.2,0.3,12.3,0.051,-0.5,4.5,1983
98,CHI,Tim Andree,Notre Dame,,,,,,,,,,,,,,,,,,1983
99,GSW,Greg Hines,Hampton,,,,,,,,,,,,,,,,,,1983
100,UTA,Matt Clark,Oklahoma State,,,,,,,,,,,,,,,,,,1983
101,DET,Ken Austin,Rice University,1.0,7.0,28.0,12.0,3.0,1.0,0.462,,,4.0,1.7,0.4,0.1,0.0,-0.046,-4.9,0.0,1983
102,DAL,Jim Lampley,Little Rock,1.0,1.0,16.0,3.0,5.0,0.0,0.333,,0.5,16.0,3.0,5.0,0.0,0.0,-0.003,-5.6,0.0,1983
103,WSB,Robin Dixon,University of New Hampshire,,,,,,,,,,,,,,,,,,1983
104,ATL,Charles Jones,Oklahoma,,,,,,,,,,,,,,,,,,1983
105,NYK,Troy Lee Mikell,East Tennessee State University,,,,,,,,,,,,,,,,,,1983
106,KCK,Lorenza Andrews,Oklahoma State,,,,,,,,,,,,,,,,,,1983
107,DEN,James Braddock,UNC,,,,,,,,,,,,,,,,,,1983
108,POR,Gary Monroe,Wright State University,,,,,,,,,,,,,,,,,,1983
109,SEA,Brad Watson,Washington,,,,,,,,,,,,,,,,,,1983
110,NJN,Tyren Naulls,Texas A&M,,,,,,,,,,,,,,,,,,1983
111,MIL,Mark Petteway,New Orleans,,,,,,,,,,,,,,,,,,1983
112,SAS,Jeff Pehl,Richmond,,,,,,,,,,,,,,,,,,1983
113,PHO,Rick Lamb,Illinois State,,,,,,,,,,,,,,,,,,1983
114,BOS,Bob Reitz,Stonehill College,,,,,,,,,,,,,,,,,,1983
115,LAL,Danny Dixon,Alabama A&M University,,,,,,,,,,,,,,,,,,1983
116,PHI,Mike Milligan,Tennessee State,,,,,,,,,,,,,,,,,,1983
117,HOU,Jim Stack,Northwestern,,,,,,,,,,,,,,,,,,1983
118,IND,Cliff Pruitt,UAB,,,,,,,,,,,,,,,,,,1983
119,CLE,Mel McLaughlin,Central Michigan University,,,,,,,,,,,,,,,,,,1983
120,MIL,Russell Todd,West Virginia,,,,,,,,,,,,,,,,,,1983
121,CHI,Ernest Patterson,New Mexico State,,,,,,,,,,,,,,,,,,1983
122,UTA,Fred Gilliam,Clemson,,,,,,,,,,,,,,,,,,1983
123,GSW,Tom Heywood,Weber State,,,,,,,,,,,,,,,,,,1983
124,DET,Derek Perry,Michigan State,,,,,,,,,,,,,,,,,,1983
125,DAL,Billy Allen,Nevada,,,,,,,,,,,,,,,,,,1983
126,WSB,Donald Carroll,Saint Augustine's College,,,,,,,,,,,,,,,,,,1983
127,ATL,Tom Bethea,Richmond,,,,,,,,,,,,,,,,,,1983
128,NYK,Tony Simms,Boston University,,,,,,,,,,,,,,,,,,1983
129,DEN,Glenn Green,Murray State,,,,,,,,,,,,,,,,,,1983
130,KCK,Alvis Rogers,Wake Forest,,,,,,,,,,,,,,,,,,1983
131,POR,Derrick Pope,Montana,,,,,,,,,,,,,,,,,,1983
132,SEA,Tony Wilson,Western Kentucky,,,,,,,,,,,,,,,,,,1983
133,NJN,Oscar Taylor,New Orleans,,,,,,,,,,,,,,,,,,1983
134,MIL,Charles Hurt,Kentucky,,,,,,,,,,,,,,,,,,1983
135,PHO,Edward Bona,Fordham,,,,,,,,,,,,,,,,,,1983
136,SAS,Ricky Hooker,St. Mary's University,,,,,,,,,,,,,,,,,,1983
137,BOS,Paul Atkins,Dallas Baptist University,,,,,,,,,,,,,,,,,,1983
138,LAL,Mark Steele,Colorado State,,,,,,,,,,,,,,,,,,1983
139,PHI,Sedale Threatt,West Virginia Tech,14.0,951.0,22436.0,9327.0,1709.0,3613.0,0.485,0.293,0.815,23.6,9.8,1.8,3.8,48.0,0.103,-0.1,10.7,1983
140,HOU,Brian Kellerman,Idaho,,,,,,,,,,,,,,,,,,1983
141,IND,Tony Brown,Indiana,,,,,,,,,,,,,,,,,,1983
142,CLE,John Colombo,John Carroll University,,,,,,,,,,,,,,,,,,1983
143,SDC,Dan Evans,Oregon State,,,,,,,,,,,,,,,,,,1983
144,CHI,Jacque Hill,USC,,,,,,,,,,,,,,,,,,1983
145,GSW,Peter Williams,Utah,,,,,,,,,,,,,,,,,,1983
146,UTA,Gerald Kazanowski,,,,,,,,,,,,,,,,,,,1983
147,DET,Rob Gonzalez,Colorado,,,,,,,,,,,,,,,,,,1983
148,DAL,Terrell Schlundt,Marquette,,,,,,,,,,,,,,,,,,1983
149,WSB,Danny Womack,Winston-Salem State,,,,,,,,,,,,,,,,,,1983
150,ATL,Lex Drum,UAB,,,,,,,,,,,,,,,,,,1983
151,NYK,Desi Barmore,Fresno State,,,,,,,,,,,,,,,,,,1983
152,KCK,Dane Suttle,Pepperdine,2.0,46.0,493.0,272.0,49.0,48.0,0.507,0.0,0.857,10.7,5.9,1.1,1.0,1.0,0.093,-0.5,0.2,1983
153,DEN,Maurice McDaniel,Catawba College,,,,,,,,,,,,,,,,,,1983
154,POR,Paul Little,Penn,,,,,,,,,,,,,,,,,,1983
155,SEA,Tony Gattis,Mercer University,,,,,,,,,,,,,,,,,,1983
156,NJN,Keith Bennett,Sacred Heart University,,,,,,,,,,,,,,,,,,1983
157,MIL,Anthony Hicks,Xavier,,,,,,,,,,,,,,,,,,1983
158,SAS,Keith Williams,Oklahoma Panhandle State University,,,,,,,,,,,,,,,,,,1983
159,PHO,Fred Brown,VCU,,,,,,,,,,,,,,,,,,1983
160,BOS,Ron Jackson,Providence,,,,,,,,,,,,,,,,,,1983
161,LAL,Ricky Mixon,Cal State Fullerton,,,,,,,,,,,,,,,,,,1983
162,PHI,Tony Bruin,Syracuse,,,,,,,,,,,,,,,,,,1983
163,HOU,Jeff Bolding,Arkansas State University,,,,,,,,,,,,,,,,,,1983
164,IND,Ray McCallum,Ball State University,,,,,,,,,,,,,,,,,,1983
165,CLE,Larry Tucker,Lewis (IL),,,,,,,,,,,,,,,,,,1983
166,SDC,Mark Gannon,Iowa,,,,,,,,,,,,,,,,,,1983
167,CHI,Terry Bradley,Chicago State,,,,,,,,,,,,,,,,,,1983
168,UTA,Michael McCombs,College of Santa Fe,,,,,,,,,,,,,,,,,,1983
169,GSW,Doug Harris,Central Washington University,,,,,,,,,,,,,,,,,,1983
170,DET,George Wenzel,Augustana College (IL),,,,,,,,,,,,,,,,,,1983
171,DAL,Bill Sadler,Pepperdine,,,,,,,,,,,,,,,,,,1983
172,WSB,Bernard Perry,Howard University,,,,,,,,,,,,,,,,,,1983
173,ATL,George Thomas,Georgia Tech,,,,,,,,,,,,,,,,,,1983
174,NYK,Mike Lang,Penn State,,,,,,,,,,,,,,,,,,1983
175,DEN,Cliff Tribus,Davidson,,,,,,,,,,,,,,,,,,1983
176,KCK,Preston Neumayr,UC-Davis,,,,,,,,,,,,,,,,,,1983
177,POR,Frank Smith,Arizona,,,,,,,,,,,,,,,,,,1983
178,SEA,Ray Smith,Armstrong Atlantic State University,,,,,,,,,,,,,,,,,,1983
179,NJN,Joey Myers,Duquesne,,,,,,,,,,,,,,,,,,1983
180,MIL,Brett Burkholder,DePaul,,,,,,,,,,,,,,,,,,1983
181,PHO,Mike Mulquin,Villanova,,,,,,,,,,,,,,,,,,1983
182,SAS,Norvell Brown,Oklahoma Christian University,,,,,,,,,,,,,,,,,,1983
183,BOS,Trent Johnson,Pitt,,,,,,,,,,,,,,,,,,1983
184,PHI,Gordon Austin,American University,,,,,,,,,,,,,,,,,,1983
185,HOU,James Campbell,Oklahoma City University,,,,,,,,,,,,,,,,,,1983
186,IND,Lynn Mitchem,Butler,,,,,,,,,,,,,,,,,,1983
187,CLE,Joe Brown,Georgia State University,,,,,,,,,,,,,,,,,,1983
188,SDC,David Maxwell,Fordham,,,,,,,,,,,,,,,,,,1983
189,CHI,Kenneth Orange,Oklahoma Christian University,,,,,,,,,,,,,,,,,,1983
190,GSW,Greg Goorjian,Loyola Marymount,,,,,,,,,,,,,,,,,,1983
191,UTA,Ron Webb,Oklahoma Christian University,,,,,,,,,,,,,,,,,,1983
192,DET,Marlow McLain,Eastern Michigan,,,,,,,,,,,,,,,,,,1983
193,DAL,Sherrod Arnold,Chicago State,,,,,,,,,,,,,,,,,,1983
194,WSB,Ricky Moreland,UMBC,,,,,,,,,,,,,,,,,,1983
195,ATL,Will Cotchery,University of West Alabama,,,,,,,,,,,,,,,,,,1983
196,NYK,Charles Jones,Marshall,,,,,,,,,,,,,,,,,,1983
197,KCK,Bernard Hill,Oklahoma Panhandle State University,,,,,,,,,,,,,,,,,,1983
198,DEN,Bobby Van Noy,Catawba College,,,,,,,,,,,,,,,,,,1983
199,POR,Phil Hopson,Idaho,,,,,,,,,,,,,,,,,,1983
200,SEA,Tony Washington,Hampton,,,,,,,,,,,,,,,,,,1983
201,NJN,Kevin Black,Rutgers University,,,,,,,,,,,,,,,,,,1983
202,MIL,Bill Varner,Notre Dame,,,,,,,,,,,,,,,,,,1983
203,SAS,Gary Gaspard,St. Mary's University,,,,,,,,,,,,,,,,,,1983
204,PHO,Joe Dykstra,Western Illinois University,,,,,,,,,,,,,,,,,,1983
205,BOS,John Rice,University of Massachusetts Boston,,,,,,,,,,,,,,,,,,1983
206,PHI,Charles Fisher,James Madison University,,,,,,,,,,,,,,,,,,1983
207,IND,Mark Smed,Augustana College (SD),,,,,,,,,,,,,,,,,,1983
208,CLE,Jon Hanley,Xavier,,,,,,,,,,,,,,,,,,1983
209,SDC,Keith Smith,San Diego State,,,,,,,,,,,,,,,,,,1983
210,CHI,Tom Emma,Duke,,,,,,,,,,,,,,,,,,1983
211,UTA,Odell Mosteller,Auburn,,,,,,,,,,,,,,,,,,1983
212,GSW,Michael Zeno,Cal State Long Beach,,,,,,,,,,,,,,,,,,1983
213,DET,Ike Person,Michigan,,,,,,,,,,,,,,,,,,1983
214,DAL,Clyde Corley,Florida International University,,,,,,,,,,,,,,,,,,1983
215,WSB,Isaiah Singletary,Saint Louis,,,,,,,,,,,,,,,,,,1983
216,ATL,Ronnie Carr,Western Carolina University,,,,,,,,,,,,,,,,,,1983
217,NYK,Bernard Randolph,DePaul,,,,,,,,,,,,,,,,,,1983
218,DEN,Cleveland McCrae,Catawba College,,,,,,,,,,,,,,,,,,1983
219,KCK,Aaron Haskins,Washington State,,,,,,,,,,,,,,,,,,1983
220,POR,Russ Christianson,East Oregon University,,,,,,,,,,,,,,,,,,1983
221,SEA,David Binion,NC Central,,,,,,,,,,,,,,,,,,1983
222,NJN,Rich Simkus,Princeton,,,,,,,,,,,,,,,,,,1983
223,MIL,Bob Kelly,St. John's,,,,,,,,,,,,,,,,,,1983
224,PHO,Bo Overton,Oklahoma,,,,,,,,,,,,,,,,,,1983
225,SAS,Lamar Heard,Georgia,,,,,,,,,,,,,,,,,,1983
226,BOS,Andy Kupec,Bentley College,,,,,,,,,,,,,,,,,,1983
1,HOU,Hakeem Olajuwon,Houston,18.0,1238.0,44222.0,26946.0,13748.0,3058.0,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.6,74.2,1984
2,POR,Sam Bowie,Kentucky,10.0,511.0,14098.0,5564.0,3845.0,1075.0,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,-0.3,6.2,1984
3,CHI,Michael Jordan,UNC,15.0,1072.0,41011.0,32292.0,6672.0,5633.0,0.497,0.327,0.835,38.3,30.1,6.2,5.3,214.0,0.25,9.2,116.1,1984
4,DAL,Sam Perkins,UNC,17.0,1286.0,36598.0,15324.0,7666.0,1975.0,0.459,0.362,0.811,28.5,11.9,6.0,1.5,105.4,0.138,1.2,29.1,1984
5,PHI,Charles Barkley,Auburn,16.0,1073.0,39330.0,23757.0,12546.0,4215.0,0.541,0.266,0.735,36.7,22.1,11.7,3.9,177.2,0.216,6.1,80.5,1984
6,WSB,Melvin Turpin,Kentucky,5.0,361.0,6871.0,3071.0,1655.0,183.0,0.516,0.111,0.777,19.0,8.5,4.6,0.5,13.7,0.096,-1.3,1.2,1984
7,SAS,Alvin Robertson,Arkansas,10.0,779.0,24669.0,10882.0,4066.0,3929.0,0.477,0.295,0.743,31.7,14.0,5.2,5.0,52.1,0.101,2.6,28.3,1984
8,LAC,Lancaster Gordon,Louisville,4.0,201.0,2581.0,1125.0,259.0,294.0,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.4,-2.2,1984
9,KCK,Otis Thorpe,Providence,17.0,1257.0,39822.0,17600.0,10370.0,2730.0,0.546,0.047,0.687,31.7,14.0,8.2,2.2,106.4,0.128,-0.1,19.1,1984
10,PHI,Leon Wood,Cal State Fullerton,6.0,274.0,4531.0,1742.0,316.0,867.0,0.392,0.326,0.792,16.5,6.4,1.2,3.2,6.7,0.071,-1.2,0.9,1984
11,ATL,Kevin Willis,Michigan State,21.0,1424.0,38362.0,17253.0,11901.0,1328.0,0.487,0.211,0.713,26.9,12.1,8.4,0.9,81.8,0.102,-2.1,-1.0,1984
12,CLE,Tim McCormick,Michigan,8.0,483.0,10390.0,4030.0,2366.0,491.0,0.535,0.063,0.703,21.5,8.3,4.9,1.0,21.5,0.099,-2.0,0.0,1984
13,PHO,Jay Humphries,Colorado,11.0,788.0,23062.0,8772.0,2003.0,4339.0,0.476,0.297,0.782,29.3,11.1,2.5,5.5,45.0,0.094,-0.1,11.0,1984
14,LAC,Michael Cage,San Diego State,15.0,1140.0,29716.0,8278.0,8646.0,1057.0,0.515,0.0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,-0.2,13.7,1984
15,DAL,Terence Stansbury,Temple,3.0,192.0,2984.0,1200.0,277.0,390.0,0.444,0.224,0.779,15.5,6.3,1.4,2.0,2.4,0.038,-3.5,-1.2,1984
16,UTA,John Stockton,Gonzaga,19.0,1504.0,47764.0,19711.0,4051.0,15806.0,0.515,0.384,0.826,31.8,13.1,2.7,10.5,207.7,0.209,6.8,106.5,1984
17,NJN,Jeff Turner,Vanderbilt,10.0,612.0,11244.0,3697.0,2036.0,635.0,0.467,0.344,0.769,18.4,6.0,3.3,1.0,8.9,0.038,-4.5,-7.2,1984
18,IND,Vern Fleming,Georgia,12.0,893.0,24721.0,10125.0,3012.0,4293.0,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52.0,0.101,0.4,15.3,1984
19,POR,Bernard Thompson,Fresno State,5.0,204.0,2935.0,1078.0,352.0,266.0,0.439,0.0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.9,-0.7,1984
20,DET,Tony Campbell,Ohio State,11.0,690.0,15180.0,7994.0,2117.0,1019.0,0.456,0.254,0.79,22.0,11.6,3.1,1.5,20.7,0.065,-1.4,2.2,1984
21,MIL,Kenny Fields,UCLA,4.0,184.0,2692.0,1140.0,464.0,188.0,0.474,0.188,0.733,14.6,6.2,2.5,1.0,4.2,0.074,-2.2,-0.1,1984
22,PHI,Tom Sewell,Lamar,1.0,21.0,87.0,20.0,4.0,6.0,0.25,0.0,0.5,4.1,1.0,0.2,0.3,-0.4,-0.201,-12.7,-0.2,1984
23,LAL,Earl Jones,University of the District of Columbia,2.0,14.0,50.0,13.0,10.0,4.0,0.385,,0.75,3.6,0.9,0.7,0.3,-0.1,-0.09,-12.4,-0.1,1984
24,BOS,Michael Young,Houston,3.0,49.0,472.0,223.0,88.0,24.0,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,0.0,0.2,1984
25,IND,Devin Durrant,BYU,2.0,63.0,807.0,317.0,132.0,85.0,0.414,0.0,0.689,12.8,5.0,2.1,1.3,-0.2,-0.012,-4.5,-0.5,1984
26,POR,Victor Fleming,Xavier,,,,,,,,,,,,,,,,,,1984
27,CLE,Ron Anderson,Fresno State,10.0,664.0,15112.0,7056.0,2312.0,952.0,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.3,2.6,1984
28,SEA,Cory Blackwell,Wisconsin,1.0,60.0,551.0,202.0,96.0,26.0,0.367,0.0,0.509,9.2,3.4,1.6,0.4,-0.9,-0.081,-7.9,-0.8,1984
29,IND,Stuart Gray,UCLA,7.0,386.0,3457.0,906.0,1020.0,148.0,0.446,0.0,0.663,9.0,2.3,2.6,0.4,3.3,0.046,-4.2,-1.9,1984
30,GSW,Steve Burtt,Iona College,4.0,101.0,1121.0,584.0,92.0,123.0,0.426,0.143,0.695,11.1,5.8,0.9,1.2,0.0,0.0,-5.1,-0.9,1984
31,GSW,Jay Murphy,Boston College,4.0,67.0,436.0,160.0,111.0,13.0,0.332,0.0,0.607,6.5,2.4,1.7,0.2,-0.5,-0.052,-8.0,-0.7,1984
