Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,First_Round_Pick,Long_Career
3,PHI,Charles Smith,Pitt,9.0,564.0,16378.0,8107.0,3246.0,798.0,0.475,0.194,0.774,29.0,14.4,5.8,1.4,40.9,0.12,-0.1,8.1,1988,0.7642276422764228,7.199999999999999,0.3333333333333333,-0.03333333333333333,0.3925,0.49499328367322015,0.19819269752106483,0.048723897911832945,0.0725177304964539,1,1,1
4,NJN,Chris Morris,Auburn,11.0,747.0,18748.0,8184.0,3544.0,1182.0,0.441,0.306,0.739,25.1,11.0,4.7,1.6,37.4,0.096,0.9,13.7,1988,0.8281596452328159,6.300000000000001,0.25,0.225,0.4168,0.4365265628333689,0.18903349690633667,0.0630467249839983,0.0500669344042838,1,1,1
5,GSW,Mitch Richmond,Kansas State,14.0,976.0,34309.0,20497.0,3801.0,3398.0,0.455,0.388,0.85,35.2,21.0,3.9,3.5,79.3,0.111,1.4,29.3,1988,0.8501742160278746,7.4,0.2,0.27999999999999997,0.46770000000000006,0.5974234165962284,0.11078725698796234,0.09904106794135649,0.08125,1,1,1
6,LAC,Hersey Hawkins,Bradley,13.0,983.0,32034.0,14470.0,3554.0,2860.0,0.461,0.394,0.87,32.6,14.7,3.6,2.9,90.6,0.136,2.0,32.6,1988,0.9221388367729831,6.5,0.16666666666666666,0.3333333333333333,0.4751,0.45170756071673845,0.11094462133982644,0.08928013985140788,0.09216683621566632,1,1,1
7,PHO,Tim Perry,Temple,8.0,481.0,9436.0,3283.0,1911.0,436.0,0.485,0.318,0.648,19.6,6.8,4.0,0.9,14.6,0.074,-1.4,1.5,1988,0.7332317073170732,4.9,0.14285714285714285,-0.19999999999999998,0.43450000000000005,0.3479228486646884,0.20252225519287834,0.046206019499788045,0.03035343035343035,1,1,1
8,CHH,Rex Chapman,Kentucky,12.0,666.0,19542.0,9731.0,1645.0,1798.0,0.43,0.35,0.8,29.3,14.6,2.5,2.7,24.7,0.061,-1.0,5.2,1988,0.676829268292683,5.2,0.125,-0.125,0.435,0.49795312659911983,0.0841776686111964,0.09200695936956299,0.037087087087087085,1,1,1
9,MIA,Rony Seikaly,Syracuse,11.0,678.0,21395.0,9991.0,6424.0,860.0,0.484,0.188,0.679,31.6,14.7,9.5,1.3,37.3,0.084,-1.9,0.6,1988,0.7516629711751663,10.8,0.1111111111111111,-0.21111111111111108,0.3851,0.4669782659499883,0.30025706940874036,0.04019630754849264,0.05501474926253687,1,1,1
10,SAS,Willie Anderson,Georgia,9.0,555.0,15974.0,6771.0,2082.0,2105.0,0.471,0.266,0.786,28.8,12.2,3.8,3.8,27.9,0.084,0.1,8.6,1988,0.7520325203252033,7.6,0.1,0.010000000000000002,0.4205,0.423876298985852,0.13033679729560535,0.13177663703518216,0.05027027027027027,1,1,1
11,CHI,Will Perdue,Vanderbilt,13.0,792.0,12360.0,3740.0,3918.0,595.0,0.515,0.067,0.577,15.6,4.7,4.9,0.8,26.6,0.103,-2.1,-0.2,1988,0.7429643527204502,5.7,0.09090909090909091,-0.19090909090909092,0.34199999999999997,0.30258899676375406,0.3169902912621359,0.04813915857605178,0.03358585858585859,1,1,1
12,WSB,Harvey Grant,Oklahoma,11.0,783.0,20510.0,7781.0,3436.0,1219.0,0.469,0.267,0.709,26.2,9.9,4.4,1.6,36.4,0.085,-0.9,5.7,1988,0.8680709534368071,6.0,0.08333333333333333,-0.075,0.4122,0.3793759141882009,0.16752803510482692,0.059434422233057047,0.046487867177522346,1,1,1
13,MIL,Jeff Grayer,Iowa State,9.0,438.0,8277.0,3257.0,1294.0,635.0,0.457,0.255,0.663,18.9,7.4,3.0,1.4,9.0,0.052,-2.5,-1.1,1988,0.5934959349593496,4.4,0.07692307692307693,-0.19230769230769232,0.39680000000000004,0.3935000604083605,0.15633683701824333,0.07671861785671137,0.02054794520547945,1,1,1
14,PHO,Dan Majerle,Central Michigan University,14.0,955.0,30206.0,10925.0,4265.0,2755.0,0.431,0.358,0.741,31.6,11.4,4.5,2.9,78.5,0.125,1.9,29.7,1988,0.8318815331010453,7.4,0.07142857142857142,0.1357142857142857,0.4328,0.3616831093160299,0.14119711315632655,0.09120704495795537,0.08219895287958115,1,1,1
15,SEA,Gary Grant,Michigan,13.0,552.0,12602.0,4368.0,1283.0,3013.0,0.45,0.278,0.776,22.8,7.9,2.3,5.5,12.0,0.046,-0.8,3.7,1988,0.5178236397748592,7.8,0.06666666666666667,-0.05333333333333334,0.41380000000000006,0.34661164894461194,0.10180923662910649,0.23908903348674815,0.021739130434782608,0,1,1
16,HOU,Derrick Chievous,Missouri,3.0,154.0,2240.0,1086.0,364.0,110.0,0.443,0.242,0.755,14.5,7.1,2.4,0.7,2.7,0.057,-3.2,-0.7,1988,0.6260162601626016,3.0999999999999996,0.0625,-0.2,0.39380000000000004,0.48482142857142857,0.1625,0.049107142857142856,0.017532467532467535,0,1,0
17,UTA,Eric Leckner,Wyoming,8.0,449.0,5448.0,1835.0,1418.0,211.0,0.508,0.0,0.669,12.1,4.1,3.2,0.5,6.2,0.054,-5.3,-4.6,1988,0.6844512195121951,3.7,0.058823529411764705,-0.31176470588235294,0.3209,0.3368208516886931,0.2602790014684288,0.038729809104258446,0.013808463251670379,0,1,1
18,SAC,Ricky Berry,San Jose State,1.0,64.0,1406.0,706.0,197.0,80.0,0.45,0.406,0.789,22.0,11.0,3.1,1.3,2.4,0.083,-1.7,0.1,1988,0.7804878048780488,4.4,0.05555555555555555,-0.09444444444444444,0.46630000000000005,0.5021337126600285,0.14011379800853485,0.05689900426742532,0.0375,0,1,0
19,NYK,Rod Strickland,DePaul,17.0,1094.0,33634.0,14463.0,4084.0,7987.0,0.454,0.282,0.721,30.7,13.2,3.7,7.3,85.8,0.122,2.3,36.6,1988,0.7847919655667145,11.0,0.05263157894736842,0.12105263157894736,0.4119,0.43001129809121724,0.1214247487661295,0.23746803829458285,0.07842778793418646,0,1,1
20,MIA,Kevin Edwards,DePaul,11.0,604.0,15332.0,6596.0,1653.0,1609.0,0.423,0.335,0.803,25.4,10.9,2.7,2.7,12.5,0.039,-1.1,3.3,1988,0.6696230598669624,5.4,0.05,-0.05500000000000001,0.42580000000000007,0.4302113227237151,0.10781372293242891,0.10494390816592747,0.020695364238410598,0,1,1
21,POR,Mark Bryant,Seton Hall,15.0,797.0,13479.0,4313.0,2992.0,491.0,0.5,0.083,0.697,16.9,5.4,3.8,0.6,26.1,0.093,-3.2,-4.0,1988,0.6479674796747967,4.3999999999999995,0.047619047619047616,-0.1523809523809524,0.3529,0.3199792269456191,0.22197492395578308,0.036427034646487125,0.03274780426599749,0,1,1
22,CLE,Randolph Keys,Southern Miss,5.0,241.0,3318.0,1262.0,551.0,192.0,0.425,0.272,0.721,13.8,5.2,2.3,0.8,2.3,0.034,-3.9,-1.6,1988,0.5878048780487805,3.0999999999999996,0.045454545454545456,-0.17727272727272728,0.3934,0.38034960819770947,0.16606389391199516,0.05786618444846293,0.00954356846473029,0,1,1
23,DEN,Jerome Lane,Pitt,5.0,218.0,3215.0,1154.0,1258.0,322.0,0.441,0.063,0.379,14.7,5.3,5.8,1.5,2.3,0.034,-3.6,-1.3,1988,0.5317073170731708,7.3,0.043478260869565216,-0.1565217391304348,0.2836,0.3589424572317263,0.39129082426127526,0.10015552099533437,0.010550458715596329,0,1,1
24,BOS,Brian Shaw,UC Santa Barbara,14.0,943.0,21666.0,6547.0,3183.0,3918.0,0.403,0.304,0.782,23.0,6.9,3.4,4.2,23.8,0.053,-1.0,5.3,1988,0.8214285714285714,7.6,0.041666666666666664,-0.041666666666666664,0.4013,0.30217852857010985,0.14691221268346719,0.18083633342564387,0.02523860021208908,0,1,1
25,LAL,David Rivers,Notre Dame,3.0,114.0,1286.0,383.0,147.0,282.0,0.398,0.083,0.794,11.3,3.4,1.3,2.5,-0.3,-0.01,-4.0,-0.7,1988,0.4634146341463415,3.8,0.04,-0.16,0.31160000000000004,0.2978227060653188,0.11430793157076205,0.2192846034214619,-0.002631578947368421,0,1,0
27,SAS,Shelton Jones,St. John's,1.0,51.0,682.0,244.0,113.0,42.0,0.445,0.0,0.725,13.4,4.8,2.2,0.8,0.3,0.022,-3.3,-0.2,1988,0.6219512195121951,3.0,0.037037037037037035,-0.1222222222222222,0.295,0.35777126099706746,0.1656891495601173,0.06158357771260997,0.0058823529411764705,0,1,0
28,PHO,Andrew Lang,Arkansas,12.0,737.0,15344.0,4431.0,3511.0,424.0,0.47,0.25,0.744,20.8,6.0,4.8,0.6,28.6,0.089,-1.8,0.7,1988,0.7489837398373984,5.3999999999999995,0.03571428571428571,-0.06428571428571428,0.4094,0.2887773722627737,0.22881908237747653,0.027632950990615225,0.038805970149253737,0,1,1
29,SAC,Vinny Del Negro,NC State,12.0,771.0,19211.0,7038.0,1810.0,2484.0,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,0.101,-0.7,6.1,1988,0.7835365853658537,5.5,0.034482758620689655,-0.02413793103448276,0.4651,0.3663526104835771,0.09421685492686482,0.12930092134714485,0.05265888456549935,0,1,1
30,DET,Fennis Dembo,Wyoming,1.0,31.0,74.0,36.0,23.0,5.0,0.333,0.0,0.8,2.4,1.2,0.7,0.2,-0.1,-0.037,-10.8,-0.2,1988,0.3780487804878049,0.8999999999999999,0.03333333333333333,-0.36000000000000004,0.24650000000000002,0.4864864864864865,0.3108108108108108,0.06756756756756757,-0.0032258064516129032,0,1,0
1,SAC,Pervis Ellison,Louisville,11.0,474.0,11593.0,4494.0,3170.0,691.0,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,0.09,-0.5,4.4,1989,0.5254988913525499,8.2,1.0,-0.5,0.34390000000000004,0.38764771845078927,0.2734408694902096,0.05960493401190373,0.045991561181434604,1,1,1
2,LAC,Danny Ferry,Duke,13.0,917.0,18133.0,6439.0,2550.0,1185.0,0.446,0.393,0.84,19.8,7.0,2.8,1.3,34.8,0.092,-0.9,4.9,1989,0.8602251407129456,4.1,0.5,-0.45,0.4642,0.35509843930954615,0.14062758506590195,0.06535046600121326,0.03794983642311886,1,1,1
3,SAS,Sean Elliott,Arizona,12.0,742.0,24502.0,10544.0,3204.0,1897.0,0.465,0.375,0.799,33.0,14.2,4.3,2.6,55.7,0.109,0.2,13.5,1989,0.7540650406504065,6.9,0.3333333333333333,0.06666666666666667,0.4624000000000001,0.43033221777814057,0.13076483552363072,0.07742225124479635,0.07506738544474394,1,1,1
4,MIA,Glen Rice,Michigan,15.0,1000.0,34985.0,18336.0,4387.0,2097.0,0.456,0.4,0.846,35.0,18.3,4.4,2.1,88.7,0.122,0.8,24.9,1989,0.8130081300813008,6.5,0.25,0.2,0.4726,0.5241103329998571,0.1253965985422324,0.05993997427468915,0.0887,1,1,1
5,CHH,J.R. Reid,UNC,11.0,672.0,15370.0,5680.0,3381.0,639.0,0.472,0.135,0.716,22.9,8.5,5.0,1.0,22.5,0.07,-2.9,-3.7,1989,0.7450110864745011,6.0,0.2,-0.58,0.3616,0.36955107351984384,0.2199739752765127,0.041574495770982434,0.033482142857142856,1,1,1
6,CHI,Stacey King,Oklahoma,8.0,438.0,7406.0,2819.0,1460.0,387.0,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3.4,-2.7,1989,0.6676829268292683,4.2,0.16666666666666666,-0.5666666666666667,0.40369999999999995,0.3806373210910073,0.19713745611666217,0.05225492843640292,0.024885844748858448,1,1,1
7,IND,George McCloud,Florida State,12.0,766.0,17429.0,6925.0,2342.0,1769.0,0.402,0.358,0.81,22.8,9.0,3.1,2.3,24.6,0.068,-0.8,5.3,1989,0.7784552845528455,5.4,0.14285714285714285,-0.11428571428571428,0.4252,0.3973262952550347,0.1343737449079121,0.10149750415973377,0.032114882506527415,1,1,1
8,DAL,Randy White,Louisiana Tech,5.0,281.0,5382.0,2083.0,1366.0,175.0,0.401,0.193,0.707,19.2,7.4,4.9,0.6,1.9,0.017,-5.0,-4.0,1989,0.6853658536585366,5.5,0.125,-0.625,0.3484,0.38703084355258266,0.2538089929394277,0.0325157933853586,0.006761565836298932,1,1,1
9,WSB,Tom Hammonds,Georgia Tech,12.0,687.0,10419.0,3617.0,2243.0,378.0,0.48,0.0,0.691,15.2,5.3,3.3,0.6,14.7,0.068,-3.8,-4.7,1989,0.698170731707317,3.9,0.1111111111111111,-0.42222222222222217,0.3091,0.34715423745081103,0.2152797773298781,0.036279873308378924,0.021397379912663755,1,1,1
10,MIN,Pooh Richardson,UCLA,10.0,639.0,19399.0,7083.0,1807.0,4180.0,0.444,0.329,0.652,30.4,11.1,2.8,6.5,26.7,0.066,0.2,10.5,1989,0.7792682926829269,9.3,0.1,0.020000000000000004,0.41880000000000006,0.3651219135006959,0.0931491313985257,0.21547502448579825,0.04178403755868545,1,1,1
11,ORL,Nick Anderson,Illinois,13.0,800.0,24922.0,11529.0,4064.0,2087.0,0.446,0.356,0.667,31.2,14.4,5.1,2.6,55.3,0.106,1.9,24.7,1989,0.7504690431519699,7.699999999999999,0.09090909090909091,0.17272727272727273,0.43210000000000004,0.4626033223657812,0.16306877457667923,0.08374127277104566,0.06912499999999999,1,1,1
12,NJN,Mookie Blaylock,Oklahoma,13.0,889.0,31026.0,11962.0,3659.0,5972.0,0.409,0.336,0.736,34.9,13.5,4.1,6.7,71.8,0.111,3.0,39.2,1989,0.8339587242026266,10.8,0.08333333333333333,0.25,0.4125,0.3855476052343196,0.11793334622574615,0.192483723328821,0.08076490438695162,1,1,1
13,BOS,Michael Smith,BYU,3.0,141.0,1328.0,698.0,212.0,142.0,0.474,0.15,0.835,9.4,5.0,1.5,1.0,1.4,0.049,-3.6,-0.5,1989,0.573170731707317,2.5,0.07692307692307693,-0.27692307692307694,0.3805,0.5256024096385542,0.15963855421686746,0.10692771084337349,0.009929078014184396,1,1,0
14,GSW,Tim Hardaway,Texas-El Paso,13.0,867.0,30626.0,15373.0,2855.0,7095.0,0.431,0.355,0.782,35.3,17.7,3.3,8.2,85.0,0.133,3.1,39.6,1989,0.8133208255159474,11.5,0.07142857142857142,0.22142857142857142,0.4357,0.5019591197022139,0.09322144583034023,0.23166590478678248,0.09803921568627451,1,1,1
15,DEN,Todd Lichti,Stanford,5.0,237.0,4240.0,1870.0,505.0,325.0,0.46,0.244,0.789,17.9,7.9,2.1,1.4,5.6,0.063,-2.5,-0.5,1989,0.5780487804878048,3.5,0.06666666666666667,-0.16666666666666666,0.40650000000000003,0.4410377358490566,0.11910377358490566,0.07665094339622641,0.02362869198312236,0,1,1
16,SEA,Dana Barros,Boston College,14.0,850.0,19480.0,8901.0,1609.0,2837.0,0.46,0.411,0.858,22.9,10.5,1.9,3.3,49.6,0.122,1.7,18.1,1989,0.740418118466899,5.199999999999999,0.0625,0.10625,0.48019999999999996,0.45693018480492814,0.08259753593429157,0.1456365503080082,0.05835294117647059,0,1,1
17,SEA,Shawn Kemp,Trinity Valley CC,14.0,1051.0,29293.0,15347.0,8834.0,1704.0,0.488,0.277,0.741,27.9,14.6,8.4,1.6,89.5,0.147,0.6,19.4,1989,0.9155052264808362,10.0,0.058823529411764705,0.03529411764705882,0.4289,0.5239135629672618,0.30157375482197113,0.05817089407025569,0.0851569933396765,0,1,1
18,CHI,B.J. Armstrong,Iowa,11.0,747.0,17790.0,7320.0,1321.0,2479.0,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45.0,0.121,-0.2,8.1,1989,0.8281596452328159,5.1,0.05555555555555555,-0.011111111111111112,0.4941,0.4114671163575042,0.07425519955030917,0.1393479482855537,0.060240963855421686,0,1,1
19,PHI,Kenny Payne,Louisville,4.0,144.0,1167.0,508.0,170.0,61.0,0.41,0.293,0.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9,1989,0.43902439024390244,1.6,0.05263157894736842,-0.2578947368421053,0.4081,0.43530419880034277,0.1456726649528706,0.05227077977720651,-0.0006944444444444445,0,1,0
21,UTA,Blue Edwards,East Carolina University,10.0,704.0,18409.0,7585.0,2376.0,1409.0,0.475,0.335,0.779,26.1,10.8,3.4,2.0,24.2,0.063,-1.6,1.9,1989,0.8585365853658536,5.4,0.047619047619047616,-0.0761904761904762,0.4494,0.41202672605790647,0.1290673040360693,0.07653864957357814,0.034374999999999996,0,1,1
22,POR,Byron Irvin,Missouri,3.0,87.0,849.0,451.0,123.0,73.0,0.471,0.35,0.722,9.8,5.2,1.4,0.8,2.1,0.121,0.6,0.6,1989,0.35365853658536583,2.2,0.045454545454545456,0.02727272727272727,0.44769999999999993,0.5312131919905771,0.14487632508833923,0.08598351001177856,0.02413793103448276,0,1,0
23,ATL,Roy Marble,Iowa,2.0,29.0,194.0,55.0,32.0,12.0,0.257,0.0,0.594,6.7,1.9,1.1,0.4,-0.5,-0.122,-8.8,-0.3,1989,0.17682926829268292,1.5,0.043478260869565216,-0.3826086956521739,0.1879,0.28350515463917525,0.16494845360824742,0.061855670103092786,-0.017241379310344827,0,1,0
24,PHO,Anthony Cook,Arizona,4.0,116.0,1499.0,418.0,428.0,34.0,0.439,0.0,0.524,12.9,3.6,3.7,0.3,1.0,0.033,-3.7,-0.7,1989,0.35365853658536583,4.0,0.041666666666666664,-0.15416666666666667,0.27190000000000003,0.27885256837891925,0.28552368245497,0.02268178785857238,0.008620689655172414,0,1,0
25,CLE,John Morton,Seton Hall,3.0,128.0,1879.0,609.0,161.0,342.0,0.386,0.224,0.787,14.7,4.8,1.3,2.7,0.5,0.013,-3.0,-0.5,1989,0.5203252032520326,4.0,0.04,-0.12,0.3613,0.3241085683874401,0.08568387440127727,0.18201170835550826,0.00390625,0,1,0
27,DET,Kenny Battle,Illinois,4.0,134.0,1795.0,627.0,327.0,106.0,0.504,0.133,0.725,13.4,4.7,2.4,0.8,3.7,0.098,-0.4,0.7,1989,0.40853658536585363,3.2,0.037037037037037035,-0.014814814814814815,0.37770000000000004,0.3493036211699164,0.18217270194986074,0.05905292479108635,0.027611940298507463,0,1,0
28,MIA,Sherman Douglas,Syracuse,12.0,765.0,21148.0,8425.0,1672.0,4536.0,0.484,0.267,0.678,27.6,11.0,2.2,5.9,32.9,0.075,-0.3,9.2,1989,0.7774390243902439,8.100000000000001,0.03571428571428571,-0.010714285714285713,0.4166,0.3983828257991299,0.07906184982031397,0.21448836769434462,0.043006535947712414,0,1,1
30,MIL,Frank Kornet,Vanderbilt,2.0,89.0,595.0,171.0,95.0,30.0,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0.0,-0.004,-6.2,-0.6,1989,0.5426829268292683,1.4000000000000001,0.03333333333333333,-0.20666666666666667,0.3493,0.28739495798319326,0.15966386554621848,0.05042016806722689,0.0,0,1,0
1,NJN,Derrick Coleman,Syracuse,15.0,781.0,25903.0,12884.0,7232.0,1985.0,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,1.4,22.3,1990,0.634959349593496,11.8,1.0,1.4,0.41840000000000005,0.49739412423271434,0.2791954599853299,0.07663205034165926,0.0823303457106274,1,1,1
2,SEA,Gary Payton,Oregon State,17.0,1335.0,47117.0,21813.0,5269.0,8966.0,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148,3.3,62.5,1990,0.9576757532281205,10.6,0.5,1.65,0.43270000000000003,0.4629539232124286,0.1118280026317465,0.1902922512044485,0.10898876404494381,1,1,1
3,DEN,Mahmoud Abdul-Rauf,LSU,9.0,586.0,15628.0,8553.0,1087.0,2079.0,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077,-0.8,4.5,1990,0.7940379403794038,5.4,0.3333333333333333,-0.26666666666666666,0.45310000000000006,0.547286920911185,0.06955464550806245,0.13303045815203482,0.043003412969283276,1,1,1
4,ORL,Dennis Scott,Georgia Tech,10.0,629.0,17983.0,8094.0,1774.0,1296.0,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089,0.2,9.9,1990,0.7670731707317073,4.9,0.25,0.05,0.4466,0.45009175332258244,0.09864872379469498,0.07206806428293389,0.05310015898251192,1,1,1
5,CHH,Kendall Gill,Illinois,15.0,966.0,29481.0,12914.0,4002.0,2945.0,0.434,0.3,0.754,30.5,13.4,4.1,3.0,47.8,0.078,0.1,15.8,1990,0.7853658536585366,7.1,0.2,0.020000000000000004,0.4124,0.43804484244089414,0.13574844815304773,0.09989484752891693,0.0494824016563147,1,1,1
6,MIN,Felton Spencer,Louisville,12.0,640.0,12298.0,3354.0,3436.0,213.0,0.484,0.0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-4.3,-7.0,1990,0.6504065040650406,5.7,0.16666666666666666,-0.7166666666666666,0.3078,0.2727272727272727,0.2793950235810701,0.017319889412912667,0.03265625,1,1,1
7,SAC,Lionel Simmons,La Salle,7.0,454.0,13472.0,5833.0,2833.0,1498.0,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0.0,6.7,1990,0.7909407665505227,9.5,0.14285714285714285,0.0,0.4156,0.43297209026128264,0.21028800475059384,0.11119358669833729,0.037224669603524226,1,1,1
8,LAC,Bo Kimble,Loyola Marymount,3.0,105.0,1336.0,574.0,162.0,98.0,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004,-5.7,-1.2,1990,0.4268292682926829,2.4,0.125,-0.7125,0.3822,0.4296407185628742,0.12125748502994012,0.07335329341317365,0.0009523809523809524,1,1,0
9,MIA,Willie Burton,Minnesota,8.0,316.0,6666.0,3243.0,932.0,393.0,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.5,-0.9,1990,0.4817073170731707,4.1,0.1111111111111111,-0.2777777777777778,0.4286,0.4864986498649865,0.1398139813981398,0.05895589558955896,0.028797468354430377,1,1,1
10,ATL,Rumeal Robinson,Michigan,6.0,336.0,6098.0,2546.0,606.0,1179.0,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041,-1.5,0.8,1990,0.6829268292682927,5.3,0.1,-0.15000000000000002,0.4147,0.4175139389963923,0.09937684486716956,0.19334207937028533,0.015476190476190477,1,1,1
11,GSW,Tyrone Hill,Xavier,14.0,801.0,22388.0,7532.0,6854.0,647.0,0.502,0.0,0.643,28.0,9.4,8.6,0.8,56.2,0.12,-1.9,0.8,1990,0.6977351916376306,9.4,0.09090909090909091,-0.17272727272727273,0.3153,0.3364302304806146,0.3061461497230659,0.02889941039842773,0.07016229712858926,1,1,1
12,HOU,Alec Kessler,Georgia,4.0,210.0,2937.0,1084.0,751.0,81.0,0.426,0.417,0.744,14.0,5.2,3.6,0.4,2.0,0.033,-5.9,-2.8,1990,0.6402439024390244,4.0,0.08333333333333333,-0.4916666666666667,0.45420000000000005,0.3690840994211781,0.2557030983997276,0.027579162410623085,0.009523809523809525,1,1,0
13,LAC,Loy Vaught,Michigan,11.0,689.0,16993.0,6984.0,4881.0,652.0,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101,-1.5,2.2,1990,0.7638580931263859,8.0,0.07692307692307693,-0.11538461538461539,0.4214,0.4109927617254163,0.2872359206732184,0.038368740069440355,0.051959361393323654,1,1,1
14,SAC,Travis Mays,Texas,3.0,115.0,2964.0,1273.0,233.0,326.0,0.41,0.362,0.749,25.8,11.1,2.0,2.8,2.4,0.039,-2.6,-0.5,1990,0.46747967479674796,4.8,0.07142857142857142,-0.18571428571428572,0.4247,0.42948717948717946,0.07860998650472335,0.10998650472334683,0.020869565217391303,1,1,0
15,MIA,Dave Jamerson,Ohio University,3.0,90.0,594.0,306.0,77.0,61.0,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018,-3.9,-0.3,1990,0.36585365853658536,1.6,0.06666666666666667,-0.26,0.39280000000000004,0.5151515151515151,0.12962962962962962,0.1026936026936027,0.0022222222222222222,0,1,0
16,MIL,Terry Mills,Michigan,11.0,678.0,16422.0,7175.0,3680.0,891.0,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097,-0.6,5.9,1990,0.7516629711751663,6.7,0.0625,-0.0375,0.4602,0.43691389599317987,0.22408963585434175,0.05425648520277676,0.049115044247787606,0,1,1
17,NYK,Jerrod Mustaf,Maryland,4.0,179.0,1902.0,721.0,452.0,99.0,0.449,0.0,0.648,10.6,4.0,2.5,0.6,1.7,0.043,-4.1,-1.0,1990,0.5457317073170732,3.1,0.058823529411764705,-0.24117647058823527,0.2893,0.37907465825446895,0.23764458464773922,0.052050473186119876,0.009497206703910615,0,1,0
18,SAC,Duane Causwell,Temple,11.0,541.0,9409.0,2648.0,2273.0,243.0,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-2.3,-0.7,1990,0.5997782705099778,4.6000000000000005,0.05555555555555555,-0.12777777777777777,0.4297,0.2814326708470613,0.24157721330640874,0.025826336486342864,0.02920517560073937,0,1,1
19,BOS,Dee Brown,Jacksonville University,12.0,608.0,16843.0,6758.0,1569.0,2227.0,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095,0.8,11.6,1990,0.6178861788617886,6.300000000000001,0.05263157894736842,0.042105263157894736,0.4433,0.4012349343941103,0.09315442617110967,0.13222110075402244,0.05493421052631579,0,1,1
20,MIN,Gerald Glass,Ole Miss,4.0,201.0,3347.0,1553.0,512.0,298.0,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-1.9,0.1,1990,0.6128048780487805,4.0,0.05,-0.095,0.37520000000000003,0.46399760979982074,0.15297281147296085,0.08903495667762175,0.008955223880597015,0,1,0
21,PHO,Jayson Williams,St. John's,9.0,475.0,9805.0,3472.0,3584.0,287.0,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20.0,0.098,-2.8,-2.1,1990,0.6436314363143631,8.1,0.047619047619047616,-0.1333333333333333,0.3306,0.3541050484446711,0.36552779194288626,0.02927078021417644,0.042105263157894736,0,1,1
22,NJN,Tate George,UConn,4.0,177.0,2019.0,736.0,180.0,325.0,0.414,0.071,0.82,11.4,4.2,1.0,1.8,1.3,0.032,-3.5,-0.8,1990,0.5396341463414634,2.8,0.045454545454545456,-0.1590909090909091,0.3174,0.3645368994551758,0.08915304606240713,0.16097077761267956,0.007344632768361582,0,1,0
23,SAC,Anthony Bonner,Saint Louis,6.0,318.0,7372.0,2199.0,1726.0,442.0,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-2.0,0.1,1990,0.6463414634146342,6.800000000000001,0.043478260869565216,-0.08695652173913043,0.343,0.298290830168204,0.23412913727618015,0.059956592512208355,0.033962264150943396,0,1,1
24,SAS,Dwayne Schintzius,Florida,8.0,217.0,1950.0,587.0,536.0,93.0,0.404,0.125,0.638,9.0,2.7,2.5,0.4,1.0,0.024,-5.0,-1.5,1990,0.3307926829268293,2.9,0.041666666666666664,-0.20833333333333331,0.3158,0.301025641025641,0.27487179487179486,0.047692307692307694,0.004608294930875576,0,1,1
25,POR,Alaa Abdelnaby,Duke,5.0,256.0,3200.0,1465.0,846.0,85.0,0.502,0.0,0.701,12.5,5.7,3.3,0.3,4.8,0.072,-3.8,-1.5,1990,0.624390243902439,3.5999999999999996,0.04,-0.152,0.3211,0.4578125,0.264375,0.0265625,0.01875,0,1,1
