Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Draft_Year,Year_Number
1991.0,Frank Kornet,32.0,157.0,6.2,0.428,0.29,0.21,7.5,10.8,9.1,8.3,1.6,0.4,14.0,21.5,-0.2,0.1,-0.1,-0.023,-4.0,-2.5,-6.4,-0.2,23.0,62.0,0.371,5.0,18.0,0.278,18.0,44.0,0.409,0.411,7.0,13.0,0.538,10.0,14.0,24.0,9.0,5.0,1.0,11.0,28.0,58.0,1989,2
1991.0,Todd Lichti,29.0,860.0,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,0.9,0.1,1.0,0.055,0.0,-1.3,-1.2,0.2,166.0,378.0,0.439,14.0,47.0,0.298,152.0,331.0,0.459,0.458,59.0,69.0,0.855,49.0,63.0,112.0,72.0,46.0,8.0,33.0,65.0,405.0,1989,2
1991.0,George McCloud,74.0,1070.0,7.9,0.46,0.353,0.14,3.9,8.6,6.3,18.7,1.8,0.6,19.6,18.2,-0.8,0.4,-0.4,-0.018,-2.4,-2.0,-4.4,-0.6,131.0,351.0,0.373,43.0,124.0,0.347,88.0,227.0,0.388,0.434,38.0,49.0,0.776,35.0,83.0,118.0,150.0,40.0,11.0,91.0,141.0,343.0,1989,2
1991.0,John Morton,66.0,1207.0,12.2,0.533,0.044,0.507,4.0,5.9,5.0,27.9,2.5,0.9,24.2,16.0,0.5,1.0,1.5,0.058,-2.2,-0.8,-3.0,-0.3,120.0,274.0,0.438,4.0,12.0,0.333,116.0,262.0,0.443,0.445,113.0,139.0,0.813,41.0,62.0,103.0,243.0,61.0,18.0,107.0,112.0,357.0,1989,2
1991.0,Kenny Payne,47.0,444.0,7.5,0.411,0.095,0.153,4.4,12.1,8.3,5.4,1.1,0.8,9.4,21.9,-0.7,0.3,-0.3,-0.037,-6.0,-2.9,-8.8,-0.8,68.0,189.0,0.36,4.0,18.0,0.222,64.0,171.0,0.374,0.37,26.0,29.0,0.897,17.0,49.0,66.0,16.0,10.0,6.0,21.0,43.0,166.0,1989,2
1991.0,J.R. Reid,80.0,2467.0,10.8,0.508,0.003,0.335,7.0,16.7,11.7,5.3,1.7,1.2,14.7,18.0,-0.3,2.1,1.8,0.034,-2.6,0.5,-2.1,-0.1,360.0,773.0,0.466,0.0,2.0,0.0,360.0,771.0,0.467,0.466,182.0,259.0,0.703,154.0,348.0,502.0,89.0,87.0,47.0,153.0,286.0,902.0,1989,2
1991.0,Glen Rice,77.0,2646.0,14.1,0.522,0.154,0.175,3.5,12.7,8.1,11.5,1.8,0.6,11.4,22.4,1.9,2.5,4.4,0.08,-0.1,-0.3,-0.4,1.0,550.0,1193.0,0.461,71.0,184.0,0.386,479.0,1009.0,0.475,0.491,171.0,209.0,0.818,85.0,296.0,381.0,189.0,101.0,26.0,166.0,216.0,1342.0,1989,2
1991.0,Pooh Richardson,82.0,3154.0,18.1,0.492,0.095,0.122,2.8,8.0,5.3,37.6,2.2,0.3,10.9,21.8,4.5,1.3,5.9,0.089,2.7,-1.9,0.8,2.3,635.0,1350.0,0.47,42.0,128.0,0.328,593.0,1222.0,0.485,0.486,89.0,165.0,0.539,82.0,204.0,286.0,734.0,131.0,13.0,174.0,114.0,1401.0,1989,2
1991.0,Michael Smith,47.0,389.0,14.3,0.514,0.12,0.135,6.5,9.2,7.9,16.1,0.8,0.3,14.9,26.9,0.1,0.2,0.3,0.042,-1.1,-3.4,-4.6,-0.3,95.0,200.0,0.475,6.0,24.0,0.25,89.0,176.0,0.506,0.49,22.0,27.0,0.815,21.0,35.0,56.0,43.0,6.0,2.0,37.0,27.0,218.0,1989,2
1991.0,Randy White,79.0,1901.0,10.8,0.455,0.056,0.338,10.4,19.8,15.1,4.9,2.2,1.4,14.6,20.8,-1.6,2.3,0.7,0.018,-4.0,-0.1,-4.1,-1.0,265.0,665.0,0.398,6.0,37.0,0.162,259.0,628.0,0.412,0.403,159.0,225.0,0.707,173.0,331.0,504.0,63.0,81.0,44.0,131.0,308.0,695.0,1989,2
1991.0,Alaa Abdelnaby,43.0,290.0,13.1,0.499,0.0,0.379,10.4,23.4,17.0,5.8,0.7,2.5,14.0,22.1,0.0,0.5,0.5,0.079,-4.2,-0.7,-5.0,-0.2,55.0,116.0,0.474,0.0,0.0,,55.0,116.0,0.474,0.474,25.0,44.0,0.568,27.0,62.0,89.0,12.0,4.0,12.0,22.0,39.0,135.0,1990,1
1991.0,Mahmoud Abdul-Rauf,67.0,1505.0,12.2,0.448,0.099,0.097,1.9,6.0,3.8,19.2,1.5,0.1,9.5,27.2,-0.7,-0.3,-1.0,-0.031,-1.7,-4.4,-6.1,-1.6,417.0,1009.0,0.413,24.0,100.0,0.24,393.0,909.0,0.432,0.425,84.0,98.0,0.857,34.0,87.0,121.0,206.0,55.0,4.0,110.0,149.0,942.0,1990,1
1991.0,Lance Blanks,38.0,214.0,7.5,0.476,0.262,0.23,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,-0.2,0.3,0.1,0.027,-3.6,0.1,-3.5,-0.1,26.0,61.0,0.426,2.0,16.0,0.125,24.0,45.0,0.533,0.443,10.0,14.0,0.714,4.0,16.0,20.0,26.0,9.0,2.0,18.0,35.0,64.0,1990,1
1991.0,Anthony Bonner,34.0,750.0,12.2,0.474,0.0,0.33,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,-0.2,0.8,0.7,0.044,-2.7,0.7,-2.0,0.0,103.0,230.0,0.448,0.0,0.0,,103.0,230.0,0.448,0.448,44.0,76.0,0.579,59.0,102.0,161.0,49.0,39.0,5.0,41.0,62.0,250.0,1990,1
1991.0,Dee Brown,82.0,1945.0,13.2,0.523,0.056,0.257,2.5,7.4,5.2,22.5,2.1,0.4,16.7,17.7,1.8,1.8,3.5,0.087,-0.6,-0.7,-1.3,0.3,284.0,612.0,0.464,7.0,34.0,0.206,277.0,578.0,0.479,0.47,137.0,157.0,0.873,41.0,141.0,182.0,344.0,83.0,14.0,137.0,161.0,712.0,1990,1
1991.0,Willie Burton,76.0,1928.0,11.5,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,0.5,1.6,2.1,0.052,-2.0,-0.8,-2.8,-0.4,341.0,773.0,0.441,4.0,30.0,0.133,337.0,743.0,0.454,0.444,229.0,293.0,0.782,111.0,151.0,262.0,107.0,72.0,24.0,144.0,275.0,915.0,1990,1
1991.0,Elden Campbell,52.0,380.0,14.5,0.498,0.0,0.398,12.8,16.4,14.7,3.8,1.5,5.9,10.0,18.4,0.4,0.7,1.1,0.135,-2.6,1.9,-0.7,0.1,56.0,123.0,0.455,0.0,0.0,,56.0,123.0,0.455,0.455,32.0,49.0,0.653,40.0,56.0,96.0,10.0,11.0,38.0,16.0,71.0,144.0,1990,1
1991.0,Duane Causwell,76.0,1719.0,13.0,0.541,0.0,0.4,9.1,16.9,12.9,6.1,1.4,5.5,16.5,14.8,0.6,2.2,2.8,0.079,-3.0,2.8,-0.2,0.8,210.0,413.0,0.508,0.0,0.0,,210.0,413.0,0.508,0.508,105.0,165.0,0.636,141.0,250.0,391.0,69.0,49.0,148.0,96.0,225.0,525.0,1990,1
1991.0,Derrick Coleman,74.0,2602.0,17.6,0.527,0.035,0.402,10.4,20.5,15.3,9.8,1.3,2.2,14.4,23.3,2.4,3.4,5.8,0.108,-0.2,0.7,0.5,1.7,514.0,1100.0,0.467,13.0,38.0,0.342,501.0,1062.0,0.472,0.473,323.0,442.0,0.731,269.0,490.0,759.0,163.0,71.0,99.0,217.0,217.0,1364.0,1990,1
1991.0,Tate George,56.0,594.0,10.5,0.456,0.01,0.207,3.2,5.1,4.1,25.0,2.0,0.5,16.6,17.1,0.0,0.4,0.4,0.032,-3.5,-2.1,-5.7,-0.5,80.0,193.0,0.415,0.0,2.0,0.0,80.0,191.0,0.419,0.415,32.0,40.0,0.8,19.0,28.0,47.0,104.0,25.0,5.0,42.0,58.0,192.0,1990,1
1991.0,Kendall Gill,82.0,1944.0,15.4,0.494,0.017,0.218,6.0,9.6,7.8,24.5,2.6,1.2,15.1,23.6,0.2,1.6,1.8,0.044,-0.1,0.5,0.4,1.2,376.0,836.0,0.45,2.0,14.0,0.143,374.0,822.0,0.455,0.451,152.0,182.0,0.835,105.0,158.0,263.0,303.0,104.0,39.0,163.0,186.0,906.0,1990,1
1991.0,Gerald Glass,51.0,606.0,15.9,0.471,0.05,0.224,9.7,9.8,9.8,12.1,2.4,0.9,9.9,29.4,0.1,0.4,0.5,0.036,-0.6,-2.8,-3.4,-0.2,149.0,340.0,0.438,2.0,17.0,0.118,147.0,323.0,0.455,0.441,52.0,76.0,0.684,54.0,48.0,102.0,42.0,28.0,9.0,41.0,76.0,352.0,1990,1
1991.0,Tyrone Hill,74.0,1192.0,10.5,0.533,0.0,0.508,14.5,20.9,17.7,2.1,1.3,1.5,16.4,14.7,0.9,1.1,2.1,0.084,-2.4,-1.5,-3.9,-0.6,147.0,299.0,0.492,0.0,0.0,,147.0,299.0,0.492,0.492,96.0,152.0,0.632,157.0,226.0,383.0,19.0,33.0,30.0,72.0,264.0,390.0,1990,1
1991.0,Dave Jamerson,37.0,202.0,12.2,0.452,0.168,0.239,4.8,11.0,7.9,20.8,1.4,0.3,13.8,29.5,-0.1,0.2,0.1,0.026,-2.8,-2.2,-5.0,-0.2,43.0,113.0,0.381,5.0,19.0,0.263,38.0,94.0,0.404,0.403,22.0,27.0,0.815,9.0,21.0,30.0,27.0,6.0,1.0,20.0,24.0,113.0,1990,1
1991.0,Les Jepsen,21.0,105.0,7.7,0.35,0.028,0.25,17.8,21.0,19.4,1.2,0.4,1.7,7.0,16.3,-0.1,0.1,0.0,0.01,-5.7,-4.2,-9.9,-0.2,11.0,36.0,0.306,0.0,1.0,0.0,11.0,35.0,0.314,0.306,6.0,9.0,0.667,17.0,20.0,37.0,1.0,1.0,3.0,3.0,16.0,28.0,1990,1
1991.0,Alec Kessler,78.0,1259.0,8.4,0.462,0.009,0.28,10.0,20.0,14.9,3.7,0.7,1.3,17.0,20.5,-1.4,1.2,-0.1,-0.005,-5.9,-1.9,-7.8,-1.8,199.0,468.0,0.425,0.0,4.0,0.0,199.0,464.0,0.429,0.425,88.0,131.0,0.672,115.0,221.0,336.0,31.0,17.0,26.0,108.0,189.0,486.0,1990,1
1991.0,Bo Kimble,62.0,1004.0,7.7,0.456,0.156,0.285,4.4,8.4,6.4,10.8,1.4,0.5,14.1,22.1,-0.8,0.8,0.0,0.0,-3.7,-1.6,-5.3,-0.8,159.0,418.0,0.38,19.0,65.0,0.292,140.0,353.0,0.397,0.403,92.0,119.0,0.773,42.0,77.0,119.0,76.0,30.0,8.0,77.0,158.0,429.0,1990,1
1991.0,Travis Mays,64.0,2145.0,12.3,0.526,0.272,0.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21.0,0.8,1.3,2.1,0.047,-0.1,-1.4,-1.5,0.2,294.0,724.0,0.406,72.0,197.0,0.365,222.0,527.0,0.421,0.456,255.0,331.0,0.77,54.0,124.0,178.0,253.0,81.0,11.0,159.0,169.0,915.0,1990,1
1991.0,Terry Mills,55.0,819.0,13.6,0.497,0.014,0.229,9.5,19.3,14.1,5.5,1.9,2.0,11.9,16.8,0.4,0.9,1.3,0.078,-2.9,0.0,-2.9,-0.2,134.0,288.0,0.465,0.0,4.0,0.0,134.0,284.0,0.472,0.465,47.0,66.0,0.712,82.0,147.0,229.0,33.0,35.0,29.0,43.0,100.0,315.0,1990,1
1991.0,Terry Mills,17.0,279.0,14.5,0.494,0.017,0.183,9.6,21.4,14.9,7.3,2.4,1.7,12.2,18.7,0.1,0.2,0.3,0.053,-2.4,-0.3,-2.7,-0.1,56.0,120.0,0.467,0.0,2.0,0.0,56.0,118.0,0.475,0.467,16.0,22.0,0.727,31.0,57.0,88.0,16.0,16.0,9.0,18.0,44.0,128.0,1990,1
1991.0,Terry Mills,38.0,540.0,13.1,0.499,0.012,0.262,9.5,18.2,13.7,4.6,1.7,2.2,11.8,15.8,0.3,0.7,1.0,0.091,-3.2,0.2,-3.0,-0.1,78.0,168.0,0.464,0.0,2.0,0.0,78.0,166.0,0.47,0.464,31.0,44.0,0.705,51.0,90.0,141.0,17.0,19.0,20.0,25.0,56.0,187.0,1990,1
1991.0,Jerrod Mustaf,62.0,825.0,8.3,0.503,0.004,0.382,7.3,16.1,11.8,6.2,0.9,1.0,18.6,17.3,-0.4,0.8,0.4,0.022,-4.5,-0.6,-5.1,-0.6,106.0,228.0,0.465,0.0,1.0,0.0,106.0,227.0,0.467,0.465,56.0,87.0,0.644,51.0,118.0,169.0,36.0,15.0,14.0,61.0,109.0,268.0,1990,1
1991.0,Gary Payton*,82.0,2244.0,13.2,0.476,0.023,0.169,5.7,7.3,6.5,30.8,3.7,0.4,22.6,14.9,1.0,2.4,3.4,0.073,0.0,0.9,0.9,1.6,259.0,575.0,0.45,1.0,13.0,0.077,258.0,562.0,0.459,0.451,69.0,97.0,0.711,108.0,135.0,243.0,528.0,165.0,15.0,180.0,249.0,588.0,1990,1
1991.0,Rumeal Robinson,47.0,674.0,11.7,0.478,0.045,0.331,3.1,8.5,5.8,28.5,2.3,0.7,21.5,21.6,-0.5,0.5,-0.1,-0.004,-2.7,-1.4,-4.1,-0.4,108.0,242.0,0.446,2.0,11.0,0.182,106.0,231.0,0.459,0.45,47.0,80.0,0.588,20.0,51.0,71.0,132.0,32.0,8.0,76.0,65.0,265.0,1990,1
1991.0,Dwayne Schintzius,42.0,398.0,10.1,0.458,0.013,0.258,8.2,24.5,16.8,6.2,0.2,4.4,16.5,21.6,-0.5,0.8,0.2,0.027,-6.5,0.3,-6.2,-0.4,68.0,155.0,0.439,0.0,2.0,0.0,68.0,153.0,0.444,0.439,22.0,40.0,0.55,28.0,93.0,121.0,17.0,2.0,29.0,34.0,64.0,158.0,1990,1
1991.0,Dennis Scott,82.0,2336.0,13.0,0.504,0.282,0.172,2.8,8.3,5.5,9.3,1.3,0.6,9.1,24.4,1.4,1.2,2.6,0.054,0.3,-2.2,-1.9,0.1,503.0,1183.0,0.425,125.0,334.0,0.374,378.0,849.0,0.445,0.478,153.0,204.0,0.75,62.0,173.0,235.0,134.0,62.0,25.0,127.0,203.0,1284.0,1990,1
1991.0,Lionel Simmons,79.0,2978.0,15.4,0.476,0.008,0.334,7.2,19.7,13.3,17.7,1.9,1.8,13.4,25.3,-0.9,3.6,2.7,0.044,-1.4,1.5,0.1,1.6,549.0,1301.0,0.422,3.0,11.0,0.273,546.0,1290.0,0.423,0.423,320.0,435.0,0.736,193.0,504.0,697.0,315.0,113.0,85.0,230.0,249.0,1421.0,1990,1
1991.0,Felton Spencer,81.0,2099.0,13.8,0.581,0.003,0.661,14.1,21.8,17.7,1.6,1.2,3.7,13.5,11.7,3.5,2.1,5.6,0.128,-1.6,0.1,-1.4,0.3,195.0,381.0,0.512,0.0,1.0,0.0,195.0,380.0,0.513,0.512,182.0,252.0,0.722,272.0,369.0,641.0,25.0,48.0,121.0,77.0,337.0,572.0,1990,1
1991.0,Loy Vaught,73.0,1178.0,12.1,0.51,0.006,0.206,11.1,20.9,16.0,4.8,0.8,1.2,11.1,15.2,0.8,1.4,2.2,0.091,-2.8,-0.4,-3.1,-0.3,175.0,359.0,0.487,0.0,2.0,0.0,175.0,357.0,0.49,0.487,49.0,74.0,0.662,124.0,225.0,349.0,40.0,20.0,23.0,49.0,135.0,399.0,1990,1
1991.0,Jayson Williams,52.0,508.0,8.0,0.49,0.012,0.348,9.3,15.2,12.3,4.7,0.9,0.7,17.7,19.4,-0.4,0.4,0.1,0.006,-4.8,-2.1,-6.9,-0.6,72.0,161.0,0.447,1.0,2.0,0.5,71.0,159.0,0.447,0.45,37.0,56.0,0.661,41.0,70.0,111.0,16.0,9.0,6.0,40.0,92.0,182.0,1990,1
1992.0,Alaa Abdelnaby,71.0,934.0,13.5,0.533,0.0,0.28,9.5,20.9,15.2,4.7,1.3,1.1,14.0,20.6,0.6,1.5,2.1,0.11,-3.0,-0.9,-3.9,-0.5,178.0,361.0,0.493,0.0,0.0,,178.0,361.0,0.493,0.493,76.0,101.0,0.752,81.0,179.0,260.0,30.0,25.0,16.0,66.0,132.0,432.0,1990,2
1992.0,Mahmoud Abdul-Rauf,81.0,1538.0,12.6,0.469,0.111,0.128,1.5,6.8,4.0,21.0,1.4,0.2,11.6,26.7,-0.2,0.8,0.6,0.018,-1.7,-3.5,-5.2,-1.3,356.0,845.0,0.421,31.0,94.0,0.33,325.0,751.0,0.433,0.44,94.0,108.0,0.87,22.0,92.0,114.0,192.0,44.0,4.0,117.0,130.0,837.0,1990,2
1992.0,Lance Blanks,43.0,189.0,11.9,0.535,0.291,0.2,5.4,7.7,6.6,14.9,3.9,0.3,19.0,17.2,0.1,0.3,0.4,0.096,-1.1,1.3,0.2,0.1,25.0,55.0,0.455,6.0,16.0,0.375,19.0,39.0,0.487,0.509,8.0,11.0,0.727,9.0,13.0,22.0,19.0,14.0,1.0,14.0,26.0,64.0,1990,2
1992.0,Anthony Bonner,79.0,2287.0,10.9,0.484,0.006,0.366,9.0,13.9,11.4,7.6,2.0,0.7,14.8,16.4,-0.2,1.9,1.6,0.035,-2.6,0.2,-2.4,-0.2,294.0,658.0,0.447,1.0,4.0,0.25,293.0,654.0,0.448,0.448,151.0,241.0,0.627,192.0,293.0,485.0,125.0,94.0,26.0,133.0,194.0,740.0,1990,2
1992.0,Dee Brown,31.0,883.0,13.0,0.472,0.063,0.223,2.0,7.6,4.9,25.6,1.9,0.5,13.3,21.6,0.2,0.8,1.0,0.055,-0.8,-0.8,-1.6,0.1,149.0,350.0,0.426,5.0,22.0,0.227,144.0,328.0,0.439,0.433,60.0,78.0,0.769,15.0,64.0,79.0,164.0,33.0,7.0,59.0,74.0,363.0,1990,2
1992.0,Willie Burton,68.0,1585.0,13.5,0.522,0.024,0.394,5.3,12.0,8.6,12.0,1.4,1.4,14.0,22.4,1.0,1.0,2.0,0.062,-1.6,-1.0,-2.6,-0.2,280.0,622.0,0.45,6.0,15.0,0.4,274.0,607.0,0.451,0.455,196.0,245.0,0.8,76.0,168.0,244.0,123.0,46.0,37.0,119.0,186.0,762.0,1990,2
1992.0,Elden Campbell,81.0,1876.0,13.3,0.491,0.004,0.454,9.3,16.5,12.8,4.6,1.5,5.2,11.0,15.4,0.9,2.4,3.3,0.085,-2.7,2.1,-0.6,0.7,220.0,491.0,0.448,0.0,2.0,0.0,220.0,489.0,0.45,0.448,138.0,223.0,0.619,155.0,268.0,423.0,59.0,53.0,159.0,73.0,203.0,578.0,1990,2
1992.0,Duane Causwell,80.0,2291.0,12.4,0.575,0.002,0.488,9.2,18.1,13.6,3.5,1.0,5.5,18.3,12.3,1.3,2.6,3.9,0.081,-2.9,2.3,-0.6,0.8,250.0,455.0,0.549,0.0,1.0,0.0,250.0,454.0,0.551,0.549,136.0,222.0,0.613,196.0,384.0,580.0,59.0,47.0,215.0,124.0,281.0,636.0,1990,2
1992.0,Derrick Coleman,65.0,2207.0,19.5,0.57,0.079,0.41,9.4,20.6,14.8,14.1,1.2,2.6,18.0,25.1,3.0,2.6,5.6,0.121,1.2,0.7,1.9,2.2,483.0,958.0,0.504,23.0,76.0,0.303,460.0,882.0,0.522,0.516,300.0,393.0,0.763,203.0,415.0,618.0,205.0,54.0,98.0,248.0,168.0,1289.0,1990,2
1992.0,Tate George,70.0,1037.0,11.8,0.483,0.016,0.275,3.6,7.3,5.4,21.7,1.9,0.2,15.9,19.9,0.4,0.7,1.1,0.05,-2.4,-2.1,-4.5,-0.7,165.0,386.0,0.427,1.0,6.0,0.167,164.0,380.0,0.432,0.429,87.0,106.0,0.821,36.0,69.0,105.0,162.0,41.0,3.0,82.0,98.0,418.0,1990,2
1992.0,Kendall Gill,79.0,2906.0,16.5,0.509,0.018,0.267,6.0,8.9,7.4,16.6,2.5,0.9,10.1,24.7,2.7,2.0,4.7,0.077,1.1,-0.2,0.9,2.1,666.0,1427.0,0.467,6.0,25.0,0.24,660.0,1402.0,0.471,0.469,284.0,381.0,0.745,165.0,237.0,402.0,329.0,154.0,46.0,180.0,237.0,1622.0,1990,2
1992.0,Gerald Glass,75.0,1822.0,13.2,0.464,0.062,0.144,6.3,9.6,7.9,15.0,1.8,1.0,10.0,24.0,-0.4,0.7,0.3,0.008,-0.9,-1.7,-2.6,-0.3,383.0,871.0,0.44,16.0,54.0,0.296,367.0,817.0,0.449,0.449,77.0,125.0,0.616,107.0,153.0,260.0,175.0,66.0,30.0,103.0,171.0,859.0,1990,2
1992.0,Carl Herrera,43.0,566.0,10.9,0.529,0.006,0.273,6.7,12.7,9.7,7.1,1.4,2.6,17.0,16.7,-0.1,0.6,0.5,0.045,-3.7,0.4,-3.4,-0.2,83.0,161.0,0.516,0.0,1.0,0.0,83.0,160.0,0.519,0.516,25.0,44.0,0.568,33.0,66.0,99.0,27.0,16.0,25.0,37.0,60.0,191.0,1990,2
1992.0,Tyrone Hill,82.0,1886.0,12.8,0.568,0.002,0.483,10.7,23.4,17.2,3.1,1.8,1.3,15.2,14.8,2.1,2.3,4.5,0.114,-1.4,-0.2,-1.5,0.2,254.0,487.0,0.522,0.0,1.0,0.0,254.0,486.0,0.523,0.522,163.0,235.0,0.694,182.0,411.0,593.0,47.0,73.0,43.0,106.0,315.0,671.0,1990,2
1992.0,Dave Jamerson,48.0,378.0,12.6,0.471,0.147,0.141,6.6,6.0,6.3,14.2,2.3,0.0,10.6,26.1,-0.1,0.3,0.2,0.029,-1.8,-2.9,-4.7,-0.3,79.0,191.0,0.414,8.0,28.0,0.286,71.0,163.0,0.436,0.435,25.0,27.0,0.926,22.0,21.0,43.0,33.0,17.0,0.0,24.0,39.0,191.0,1990,2
1992.0,Les Jepsen,31.0,87.0,10.1,0.433,0.042,0.458,14.8,22.4,18.6,1.6,0.6,3.3,9.4,15.3,0.0,0.1,0.1,0.057,-5.6,-2.7,-8.3,-0.1,9.0,24.0,0.375,0.0,1.0,0.0,9.0,23.0,0.391,0.375,7.0,11.0,0.636,12.0,18.0,30.0,1.0,1.0,5.0,3.0,17.0,25.0,1990,2
1992.0,Alec Kessler,77.0,1197.0,10.2,0.473,0.0,0.3,10.5,18.9,14.6,4.1,0.7,1.6,11.8,17.2,0.3,0.9,1.2,0.049,-3.8,-1.7,-5.5,-1.1,158.0,383.0,0.413,0.0,0.0,,158.0,383.0,0.413,0.413,94.0,115.0,0.817,114.0,200.0,314.0,34.0,17.0,32.0,58.0,185.0,410.0,1990,2
1992.0,Bo Kimble,34.0,277.0,9.1,0.449,0.117,0.279,5.2,7.7,6.4,9.0,1.8,1.4,10.7,21.4,-0.2,0.3,0.1,0.023,-3.8,-1.1,-4.9,-0.2,44.0,111.0,0.396,4.0,13.0,0.308,40.0,98.0,0.408,0.414,20.0,31.0,0.645,13.0,19.0,32.0,17.0,10.0,6.0,15.0,37.0,112.0,1990,2
1992.0,Travis Mays,2.0,32.0,8.6,0.571,0.429,0.143,3.2,3.4,3.3,4.5,0.0,0.0,16.8,23.1,0.0,0.0,0.0,0.009,-1.9,-5.6,-7.5,0.0,6.0,14.0,0.429,3.0,6.0,0.5,3.0,8.0,0.375,0.536,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,17.0,1990,2
1992.0,Terry Mills,82.0,1714.0,14.7,0.503,0.034,0.227,11.2,17.0,14.0,7.0,1.4,1.4,10.0,19.2,2.2,1.7,3.9,0.108,-0.9,-0.9,-1.8,0.1,310.0,670.0,0.463,8.0,23.0,0.348,302.0,647.0,0.467,0.469,114.0,152.0,0.75,187.0,266.0,453.0,84.0,48.0,41.0,82.0,200.0,742.0,1990,2
1992.0,Jerrod Mustaf,52.0,545.0,13.8,0.52,0.0,0.368,9.5,19.2,14.6,11.3,1.9,1.7,18.5,21.0,0.0,0.8,0.8,0.075,-2.6,0.9,-1.7,0.0,92.0,193.0,0.477,0.0,0.0,,92.0,193.0,0.477,0.477,49.0,71.0,0.69,45.0,100.0,145.0,45.0,21.0,16.0,51.0,59.0,233.0,1990,2
1992.0,Gary Payton*,81.0,2549.0,13.1,0.478,0.031,0.202,5.5,7.9,6.7,27.5,2.9,0.5,17.9,16.0,1.6,2.3,3.9,0.074,0.3,0.7,1.0,1.9,331.0,734.0,0.451,3.0,23.0,0.13,328.0,711.0,0.461,0.453,99.0,148.0,0.669,123.0,172.0,295.0,506.0,147.0,21.0,174.0,248.0,764.0,1990,2
1992.0,Rumeal Robinson,81.0,2220.0,14.9,0.503,0.112,0.296,3.0,7.6,5.2,29.3,2.3,0.7,16.4,23.3,0.7,1.7,2.4,0.053,0.0,-1.1,-1.1,0.5,423.0,928.0,0.456,34.0,104.0,0.327,389.0,824.0,0.472,0.474,175.0,275.0,0.636,64.0,155.0,219.0,446.0,105.0,24.0,206.0,178.0,1055.0,1990,2
1992.0,Dwayne Schintzius,33.0,400.0,10.6,0.45,0.034,0.103,11.5,20.3,15.9,7.0,0.7,4.1,13.4,14.7,-0.1,0.4,0.4,0.045,-4.4,0.5,-3.8,-0.2,50.0,117.0,0.427,0.0,4.0,0.0,50.0,113.0,0.442,0.427,10.0,12.0,0.833,43.0,75.0,118.0,20.0,6.0,28.0,19.0,67.0,110.0,1990,2
1992.0,Dennis Scott,18.0,608.0,14.4,0.496,0.269,0.215,2.5,9.8,6.1,9.6,1.6,0.9,7.9,26.9,0.4,0.4,0.7,0.059,0.3,-2.4,-2.1,0.0,133.0,331.0,0.402,29.0,89.0,0.326,104.0,242.0,0.43,0.446,64.0,71.0,0.901,14.0,52.0,66.0,35.0,20.0,9.0,31.0,49.0,359.0,1990,2
1992.0,Lionel Simmons,78.0,2895.0,16.5,0.505,0.004,0.314,5.5,18.1,11.8,17.6,2.2,2.7,14.2,22.2,0.8,3.5,4.3,0.071,-1.0,2.0,1.0,2.2,527.0,1162.0,0.454,1.0,5.0,0.2,526.0,1157.0,0.455,0.454,281.0,365.0,0.77,149.0,485.0,634.0,337.0,135.0,132.0,218.0,205.0,1336.0,1990,2
1992.0,Felton Spencer,61.0,1481.0,11.2,0.495,0.0,0.538,12.1,20.6,16.2,4.7,0.9,3.2,14.6,13.8,0.7,1.2,2.0,0.064,-2.7,0.5,-2.2,-0.1,141.0,331.0,0.426,0.0,0.0,,141.0,331.0,0.426,0.426,123.0,178.0,0.691,167.0,268.0,435.0,53.0,27.0,79.0,70.0,241.0,405.0,1990,2
1992.0,Loy Vaught,79.0,1687.0,13.7,0.517,0.009,0.125,10.5,23.3,16.9,6.2,1.1,1.1,10.2,16.3,1.5,2.6,4.1,0.117,-2.0,0.5,-1.4,0.2,271.0,551.0,0.492,4.0,5.0,0.8,267.0,546.0,0.489,0.495,55.0,69.0,0.797,160.0,352.0,512.0,71.0,37.0,31.0,66.0,165.0,601.0,1990,2
1992.0,Jayson Williams,50.0,646.0,7.4,0.421,0.0,0.427,11.1,14.6,12.8,2.7,1.6,1.9,15.2,19.6,-0.8,0.6,-0.3,-0.02,-5.8,-1.7,-7.5,-0.9,75.0,206.0,0.364,0.0,0.0,,75.0,206.0,0.364,0.364,56.0,88.0,0.636,62.0,83.0,145.0,12.0,20.0,20.0,44.0,110.0,206.0,1990,2
