Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year
16,GSW,Clifford Rozier,Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-3.5,-1.1,1994
17,POR,Aaron McKie,Temple,13,793,19156,5871,2587,2126,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9,1994
18,MIL,Eric Mobley,Pitt,3,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4.3,-0.9,1994
19,DAL,Tony Dumas,Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-3.3,-0.7,1994
20,PHI,B.J. Tyler,Texas,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-5,-0.6,1994
21,CHI,Dickey Simpkins,Providence,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-4.5,-3.3,1994
22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-5.3,-1.3,1994
23,PHO,Wesley Person,Auburn,11,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.9,15.2,1994
24,NYK,Monty Williams,Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.3,1994
25,LAC,Greg Minor,Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-1.5,0.7,1994
26,NYK,Charlie Ward,Florida State,11,630,14080,3947,1648,2539,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,2.1,14.5,1994
27,ORL,Brooks Thompson,Oklahoma State,4,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.5,0.2,1994
29,PHO,Antonio Lang,Duke,6,143,1395,329,210,50,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-3.8,-0.6,1994
30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-1.7,1.3,1994
1,GSW,Joe Smith,Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.5,3,1995
2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,-0.1,13.2,1995
3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4,1995
4,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.3,1995
6,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-3.4,-4.3,1995
7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8,1995
8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-2.3,-0.2,1995
9,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.5,-0.7,1995
10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.8,8.6,1995
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1,2.4,1995
12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.4,-0.7,1995
13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2,-0.1,1995
14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.5,1995
15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.7,1995
16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.8,0.6,1995
17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4,1995
18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0,10.3,1995
19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-5.7,-0.4,1995
20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-3.6,-3.6,1995
21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,28.8,1995
22,CHH,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8,1995
23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6,1995
24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-7.2,-2.7,1995
25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-6.4,-1.3,1995
26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124,-5.2,-0.1,1995
27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,-0.8,0.2,1995
28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,-0.6,5.1,1995
29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,-1.7,0.4,1995
30,DET,Lou Roe,UMass,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-4.9,-0.4,1995
1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,3.2,49.6,1996
2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.3,31.3,1996
3,VAN,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,1,21.9,1996
4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,1.8,30.7,1996
5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,2.9,57.6,1996
6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.3,18,1996
7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,-2.6,-3,1996
8,NJN,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,2.2,18,1996
9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-2.6,-1.1,1996
10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,-1.3,4.1,1996
11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,-5.7,-2.3,1996
12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,-4,-5.9,1996
15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,3,48.2,1996
16,CHH,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-0.4,4.8,1996
18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-2.7,-1,1996
19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.7,0.8,1996
22,VAN,Roy Rogers,Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.7,-1,1996
24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,8.9,1996
26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.3,7.4,1996
27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-0.8,0.3,1996
28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-7.9,-0.8,1996
29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-3,-1.1,1996
30,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.4,-4.9,1996
1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,34,19,10.8,3,206.4,0.209,5.6,91.1,1997
2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,0.1,9.6,1997
3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,3.2,43.5,1997
4,VAN,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115,0,10.1,1997
5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.8,0.8,1997
6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-2.7,-2.5,1997
7,NJN,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-0.8,6.4,1997
8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-1.7,1.1,1997
10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3.2,-2.6,1997
11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3,-1.2,1997
12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,-0.1,5.6,1997
13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,1,13.5,1997
14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,-3.6,-5.3,1997
15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.4,1997
16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,0.3,10.5,1997
17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007,-4,-0.4,1997
19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,-0.6,2.9,1997
21,NJN,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,-0.2,6.1,1997
22,ATL,Ed Gray,California,2,60,809,373,73,46,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-4,-0.4,1997
23,SEA,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,0.4,10,1997
24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.3,-1.3,1997
25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-4.4,-1.4,1997
26,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.1,0.4,1997
27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,-3.4,-4.5,1997
28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.1,-0.5,1997
2,VAN,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,0.8,23.8,1998
3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,0.7,9.8,1998
4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,0.6,24.5,1998
5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,0.435,0.371,0.798,30.1,16.7,4.3,3.1,125.3,0.13,3,57.9,1998
6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,-1.6,0.7,1998
7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,0.2,12.9,1998
8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.1,10.7,1998
10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150,0.157,3.7,65.5,1998
11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.2,8.3,1998
12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07,-3.7,-3.7,1998
13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.7,2.6,1998
14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.3,1.3,1998
15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.6,6.2,1998
16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-3.1,-1.1,1998
19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081,-1.8,0.5,1998
20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-4.4,-1.3,1998
21,CHH,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,-0.8,6.3,1998
22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,-2.5,-1.5,1998
23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-1.8,0.6,1998
24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036,-2.5,-0.5,1998
26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.9,-0.4,1998
28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-4.8,-1.6,1998
29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,15.8,5.8,4.7,0.4,34.3,0.104,-2.6,-2.2,1998
30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4,1998
1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,2.2,37.3,1999
2,VAN,Steve Francis,Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,2.2,22.7,1999
3,CHH,Baron Davis,UCLA,13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.6,33.1,1999
4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,1.9,31.4,1999
6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,0.7,13.6,1999
7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.2,13.2,1999
8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.3,33.4,1999
9,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,2.7,47.6,1999
10,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102,0.116,1.5,37.4,1999
11,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.1,0.4,1999
13,SEA,Corey Maggette,Duke,14,827,23358,13198,4022,1696,0.453,0.324,0.822,28.2,16,4.9,2.1,62.2,0.128,0.3,13.3,1999
14,MIN,William Avery,Duke,3,142,1205,379,93,199,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,-5.6,-1.1,1999
16,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,0.414,0.339,0.715,31.7,13.2,4.5,2.7,61.1,0.093,1.2,25.4,1999
17,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,0.404,0.182,0.768,9.7,3,1.9,0.2,1.8,0.061,-3.2,-0.4,1999
18,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,0.3,13.7,1999
19,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0.8,0.02,-4.9,-1.4,1999
20,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,-1.8,0.3,1999
21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,0.497,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,-0.4,6.3,1999
22,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086,-1.3,3.1,1999
23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.5,1.4,1999
25,MIA,Tim James,Miami (FL),3,43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0,-0.003,-7,-0.3,1999
26,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028,-2.4,-0.3,1999
27,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,-1.2,2.1,1999
28,UTA,Scott Padgett,Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.4,2.3,1999
30,LAL,John Celestand,Villanova,1,16,185,37,11,20,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.6,-0.3,1999
1,NJN,Kenyon Martin,Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48,0.1,0.1,12.1,2000
2,VAN,Stromile Swift,LSU,9,547,10804,4582,2535,275,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.6,1.1,2000
4,CHI,Marcus Fizer,Iowa State,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-3.7,-2.6,2000
5,ORL,Mike Miller,Florida,17,1032,27812,10973,4376,2666,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,2000
